Primus,Versions,File Type,
"11-6-2003 / Minneapolis, MN / Historic State Theater (PrimusLive)",SBD,FLAC,
"11-7-2003 / Chicago, IL / Aragon Ballroom (PrimusLive)",SBD,FLAC,
"11-8-2003 / Milwaukee, WI / Eagles Ballroom (PrimusLive)",SBD,FLAC,
"11-9-2003 / Detroit, MI / State Theater (PrimusLive)",SBD,FLAC,
"11-11-2003 / Columbus, OH / Promowest Pavilion (PrimusLive)",SBD,FLAC,
"11-12-2003 / Cleveland, OH / Agora Theater (PrimusLive)",SBD,FLAC,
"11-14-2003 / New York, NY / Roseland Ballroom (PrimusLive)",SBD,FLAC,
"11-15-2003 / Philadelphia, PA / Tower Theater (PrimusLive)",SBD,FLAC,
"11-17-2003 / Boston, MA / Orpheum Theatre (PrimusLive)",SBD,FLAC,
"11-18-2003 / Boston, MA / Orpheum Theatre (PrimusLive)",SBD,FLAC,
"11-19-2003 / Lewiston, ME / Central Maine Civic Center (PrimusLive)",SBD,FLAC,
"11-22-2003 / Montreal, PQ / The Metropolis (PrimusLive)",SBD,FLAC,
"11-23-2003 / Toronto, Ontario / Kool Haus (PrimusLive)",SBD,FLAC,
"11-24-2003 / Syracuse, NY / Landmark Theatre (PrimusLive)",SBD,FLAC,
"11-25-2003 / New York, NY / Roseland Ballroom (PrimusLive)",SBD,FLAC,
"2-24-2004 / Kansas City, KS / Memorial Hall (PrimusLive)",SBD,FLAC,
"2-25-2004 / St. Louis, MO / The Pageant (PrimusLive)",SBD,FLAC,
"2-27-2004 / Houston, TX / Verizon Theatre (PrimusLive)",SBD,FLAC,
"2-28-2004 / Grand Prairie, TX / NextStage (PrimusLive)",SBD,FLAC,
"2-29-2004 / Austin, TX / Austin Music Hall (PrimusLive)",SBD,FLAC,
"3-2-2004 / New Orleans, LA / State Palace (PrimusLive) ",SBD,FLAC,
"3-4-2004 / Tampa, FL / USF Sun Dome (PrimusLive)",SBD,FLAC,
"3-5-2004 / Boca Raton, FL / Mizner Park Amphitheatre (PrimusLive)",SBD,FLAC,
"3-6-2004 / Orlando, FL / Hard Rock Live (PrimusLive)",SBD,FLAC,
"3-8-2004 / Atlanta, GA / The Tabernacle (PrimusLive)",SBD,FLAC,
"3-9-2004 / Charlotte, NC / Grady Cole Center (PrimusLive)",SBD,FLAC,
"3-10-2004 / Asheville, NC / Asheville Civic Center (PrimusLive)",SBD,FLAC,
"3-12-2004 / Norfolk, VA / Chrysler Hall (PrimusLive)",SBD,FLAC,
"3-13-2004 / Washington, D.C. / DAR Constitution Hall (PrimusLive)",SBD,FLAC,
"5-29-2004 / Irvine, CA / Verizon Wireless Amphitheatre (PrimusLive)",SBD,FLAC,
"5-30-2004 / Berkeley, CA / Metropolis (PrimusLive)",SBD,FLAC,
"6-2-2004 / Seattle, WA / Seahawks Exhibition Hall (PrimusLive)",SBD,FLAC,
"6-5-2004 / Morrison, CO / Red Rocks Amphitheatre (PrimusLive)",SBD,FLAC,
"6-8-2004 / Minneapolis, MN / Orpheum Theatre (PrimusLive)",SBD,FLAC,
"6-9-2004 / Milwaukee, WI / North Stage - Summerfest Grounds (PrimusLive)",SBD,FLAC,
"6-11-2004 / Columbus, OH / PromoWest Pavilion (PrimusLive)",SBD,FLAC,
"6-12-2004 / Manchester, TN / Bonnaroo Festival (PrimusLive)",SBD,FLAC,
"6-15-2004 / Pittsburgh, PA / Chevrolet Amphitheatre (PrimusLive)",SBD,FLAC,
"6-16-2004 / Philadelphia, PA / Penn's Landing (PrimusLive)",SBD,FLAC,
"6-18-2004 / Rochester Hills, MI / Meadow Brook (PrimusLive)",SBD,FLAC,
"6-19-2004 / Toronto, Ontario / Hummingbird Cafe (PrimusLive)",SBD,FLAC,
"6-20-2004 / Montreal, Quebec / Cepsum (PrimusLive)",SBD,FLAC,
"6-22-2004 / New York, NY / Radio City Music Hall (PrimusLive)",SBD,FLAC,
"6-23-2004 / Boston, MA / FleetBoston Pavilion (PrimusLive)",SBD,FLAC,
"6-25-2004 / Cleveland, OH / Tower City Amphitheatre (PrimusLive)",SBD,FLAC,
"6-26-2004 / Chicago, IL / Aragon Ballroom (PrimusLive)",SBD,FLAC,
"7-31-2004 / Niigata, Japan / Naeba Ski Resort - Fuji Rock Festival (PrimusLive)",SBD,FLAC,
,,,
,,,
,,,
,,,
,,,
,,,
Les Claypool & Friends,Versions,File Type,
Drive - F,,,
,,,
,,,
[2024],,,
"11-23-2024 / Sebastopol, CA / HopMonk Tavern (CA-11) (leifh) ",AUD,FLAC,
,,,
[2025],,,
"11-22-2025 / Sebastopol, CA / Hopmonk - 16th Annual Pre-Turkey Day Bonanza (Sennheiser + Pixel) (leifh)",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
Les Claypool's Fungi Band,Versions,File Type,
Drive - F,,,
,,,
,,,
[2009],,,
"6-8-2009 / Houston, TX / House of Blues (Neumann AK40) (brad wolf)",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Les Claypool's Bastard Jazz,Versions,File Type,
Drive - F,,,
,,,
,,,
[2022],,,
"4-28-2022 / New Orleans, LA / Orpheum Theatre (MBHO KA200N) (unk)",AUD,FLAC 24,
"4-28-2022 / New Orleans, LA / Orpheum Theatre (Sennheiser Ambeo Binaural) (grizzly adams)",AUD,FLAC,
"7-29-2022 / Los Angeles, CA / John Anson Ford Amphitheatre (CA-11) (leifh)",AUD,FLAC,
"8-6-2022 / Denver, CO / Ogden Theater (Olympus LS-P4) (bluejane99)",AUD,FLAC,
"12-31-2022 / Napa, CA / Jam Cellars Ballroom (CA-11) (leifh)",AUD,FLAC,
"12-31-2022 / Napa, CA / Jam Cellars Ballroom (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC,
,,,
[2023],,,
"12-31-2023 / San Francisco, CA / Great American Music Hall (CA-11) (leifh)",AUD,FLAC 24,
,,,
[2025],,,
3-28-2025 / Knoxville TN / Big Ears Festival (Google Pixel) (esamirp),AUD,FLAC 24,
"3-28-2025 / Knoxville, TN / The Mill & Mine (Shure MV88) (mr. mountjoy) (inc)",AUD,FLAC 24,
"11-2-2025 / Kakegawa, Japan / Tsumagoi Resort at Event Hall (CA-11) (leifh)",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
Oysterhead,Versions,File Type,
Drive - F,,,
,,,
,,,
[2000],,,
"5-4-2000 / New Orleans, LA / Saenger Theater",SBD,SHN,
,,,
[2001],,,
"11-2-2001 / Chicago, IL / Aragon Ballroom (Schoeps MK4) (unk)",AUD,FLAC,
"11-2-2001 / Chicago, IL / Aragon Ballroom (KM-140) (matt lazor)",AUD,FLAC,
"11-3-2001 / West Lafayette, IN / Edward C. Elliot Hall of Music - DAT(M) (Neumann KM140) (matt lazor)",AUD,FLAC,
"11-4-2001 / Ann Arbor, MI / Hill Auditorium (KM-140) (matt lazor)",AUD,FLAC,
"11-6-2001 / Cleveland, OH / Cleveland State Theatre (Schoeps MK4v)",AUD,FLAC,
"11-7-2001 / Toronto, Canada / Massey Hall - DAT(M) (Schoeps CCM4s) (duncan oldham)",AUD,FLAC,
"11-9-2001 / Utica, NY / Utica Memorial Auditoriium - DAT(M) (Schoeps CCM4s) (duncan oldham)",AUD,FLAC,
"11-14-2001 / New York, NY / Roseland Ballroom (Schoeps MK4s) ",AUD,FLAC,
"11-17-2001 / Asheville, NC / Asheville Civic Center - DAT(M) (KM-140) (matt lazor)",AUD,FLAC,
"11-17-2001 / Asheville, NC / Civic Center (AKG483) (c. cage)",AUD,FLAC,
,,,
[2006],,,
"6-16-2006 / Manchester, TN / Bonnaroo Festival - What Stage (DPA 4027) (scott schneider)",AUD,FLAC,
,,,
[2022],,,
"5-1-2022 / Atlanta, GA / Sweetwater 420 Festival - Sweetwater Stage (Schoeps CCM4vs) (z-man)",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
The Claypool Lennon Delirium,Versions,File Type,
Drive - F,,,
,,,
,,,
[2016],,,
"6-5-2016 / Tampa, FL / The Ritz (MK4v)",AUD,FLAC,
"6-9-2016 / Wilmington, NC / Greenfield Lake Amphitheatre (Schoeps MK41)",AUD,FLAC,
"6-15-2016 / Minneapolis, MN / Skyway Theatre (CCM41) (guy of the north)",AUD,FLAC,
"8-12-2016 / Columbus, OH / Express Live! (AKG-C568EBs)",AUD,FLAC,
"8-31-2016 / Philadelphia, PA / The Fillmore (SP-CMC-8) (bcironmaiden)",AUD,FLAC,
"12-31-2016 / Oakland, CA / Fox Theatre (leifh & rockthemullet)",MTX,FLAC,
,,,
[2019],,,
"4-10-2019 / Toronto, Ontario / Danforth Music Hall (MBHO KA200N)",AUD,FLAC,
"4-13-2019 / New Haven, CT / College Street (Schoeps CCM41's) (michael buzzeo)",AUD,FLAC,
"4-14-2019 / Boston, MA / House of Blues (AT853)",AUD,FLAC,
"4-17-2019 / Washington, D.C. / 9:30 Club (CA-11) (opsopcopolis)",AUD,FLAC,
"4-19-2019 / Asheville, NC / The Orange Peel (Zoom H1) (majintrunkz)",AUD,FLAC 24,
"4-21-2019 / Atlanta, GA / Centennial Olympic Park - Sweetwater 420 Fest (Schoeps MK4V'S>CMC6) (z-man)",AUD,FLAC,
"4-21-2019 / Atlanta, GA / Centennial Olympic Park - Sweetwater 420 Fest (Soundfield SPS200) (daniel kopp)",AUD,FLAC 24,
"4-23-2019 / St. Louis, MO / The Pageant (Nokia Lumia 920) (shane e. calhoun)",AUD,FLAC,
"4-27-2019 / Detroit, MI / Majestic Theatre (MBHO KA200N)",AUD,FLAC,
"4-29-2019 / Bloomington, IL / The Castle Theatre (Schoeps mk4v)",AUD,FLAC 24,
"6-25-2019 / Vancouver, BC / Commodore Ballroom (CA-11) (leifh)",AUD,FLAC,
"7-26-2019 / Indianapolis, IN / Farm Bureau Insurance Lawn at White River State Park (AT943s) (ironchef)",AUD,FLAC,
"7-27-2019 / Lewiston, NY / Artpark (CA-14s) (binko)",AUD,FLAC,
"7-30-2019 /  Port Chester, NY / Capitol Theater ",SBD,FLAC,
"8-2-2019 / Utica, NY / Saranac Brewery (Sennheiser MKE) (beatkilla)",AUD,FLAC,
"8-13-2019 / Austin, TX / Emo's (Schoeps MK4) (seedy)",AUD,FLAC,
"8-14-2019 / Kansas City, MO / Madrid Theater (AT 853) (kc moejoe)",AUD,,
,,,
,,,
,,,
,,,
,,,
Les Claypool & the Holy Mackeral,Versions,File Type,
Drive - F,,,
,,,
,,,
[1996],,,
"8-24-1996 / San Francisco, CA / The Fillmore (unk) (neekrive)",AUD,FLAC,
"9-5-1996 / New York, NY / Supper Club",AUD,FLAC,
"10-3-1996 / San Diego, CA / Brick By Brick",AUD,FLAC,
"10-4-1996 / Tempe, AZ / Electric Ballroom",AUD,FLAC,
"10-18-1996 / Vancouver, Canada / Town Pump",AUD,FLAC,
"10-20-1996 / Portland, OR / La Luna (AKG C-522) (mark burgin)",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Les Claypool's Duo de Twang,Versions,File Type,
Drive - F,,,
,,,
,,,
[2014],,,
"6-14-2014 / Flagstaff, AZ / Orpheum Theater (Sony ECM-12) (luke freteluco)",AUD,FLAC,
,,,
[2023],,,
"11-18-2023 / Sebastopol, CA / HopMonk Tavern (Sennheiser Ambeo) (grizzly adams) ",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
Colonel Claypool's Bucket of Bernie Brains,Versions,File Type,
Drive - F,,,
,,,
,,,
[2003],,,
"5-3-2003 / New Orleans, LA / State Palace Theatre (2 cam)",AUD,DVD,
,,,
[2004],,,
"9-25-2004 / Chicago, IL / The Riviera (C2B3 Live)",SBD,FLAC,Official Bootleg
"9-27-2004 / Royal Oak, MI / Royal Oak Theatre (C2B3 Live)",SBD,FLAC,Official Bootleg
"9-28-2004 / Washington, D.C. / Nation (C2B3 Live)",SBD,FLAC,Official Bootleg
"9-29-2004 / Boston, MA / The Roxy (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-1-2004 / New York, NY / Roseland Ballroom (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-2-2004 / Philadelphia, PA / Electric Factory (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-3-2004 / Providence, RI / Lupo's (C2B3 Live) ",SBD,FLAC,Official Bootleg
"10-5-2004 / Asheville, NC / The Orange Peel (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-5-2004 / Asheville, NC / The Orange Peel (Schoeps MK4) (team no drama)",AUD,FLAC,
"10-6-2004 / Atlanta, GA / Variety Playhouse (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-21-2004 / Salt Lake City, UT / The Velvet Room (C2B3 Live) ",SBD,FLAC,Official Bootleg
"10-23-2004 / Albuquerque, NM / Sunshine Theater (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-25-2004 / Las Vegas, NV / House of Blues (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-26-2004 / Tempe, AZ / Marquee Theater (C2B3 Live)",SBD,MP3,Official Bootleg
"10-27-2004 / San Diego, CA / 4th & B (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-29-2004 / Hollywood, CA / Avalon (C2B3 Live)",SBD,FLAC,Official Bootleg
"10-30-2004 / San Francisco, CA / The Warfield (C2B3 Live)",SBD,FLAC,Official Bootleg
"11-1-2004 /  Santa Cruz, CA / The Catalyst (C2B3 Live)",SBD,FLAC,Official Bootleg
"11-3-2004 / Sacramento, CA / Crest Theater (C2B3 Live)",SBD,FLAC,Official Bootleg
"11-6-2004 / Portland, OR / Roseland Theater - DAT(M) (Nakamichi CM-300s) (chris mcgrath)",AUD,FLAC 24,
,,,
,,,
,,,
,,,
,,,
Les Claypool's Fearless Flying Frog Brigade,,,
Drive - F,,,
,,,
,,,
[2000],,,
"5-27-2000 / Angel's Camp, CA / Mountain Aire Festival (First show)",SBD,FLAC,
,,,
[2001],,,
"3-3-2001 / San Francisco, CA / Warfield Theatre (KM140s) (unk)",AUD,FLAC,
"7-6-2001 / Morrison, CO / Red Rocks Amphitheatre (Gefell M210s) (jon pasternak) ",AUD,FLAC,
"7-8-2001 / Boulder, CO / Fox Theatre (AKG 391) (zach andersson)",AUD,FLAC,
"7-30-2001 / Providence, RI / Lupos Heartbreak Hotel (Neumann SKM-184) (david keller)",AUD (48k),FLAC,
,,,
[2002],,,
"6-25-2002 / Indianapolis, IN / The Vogue (Neumann TLM170) (matt lazor) ",AUD (48k),FLAC,
"7-4-2002 / Cleveland, OH / Tower City Amphitheater (AKG 481s) (michael schaefer) ",AUD,FLAC,
"7-10-2002 / Columbus, OH / PromoWest Pavilion (AKG 481) (michael schaefer)",AUD,FLAC,
"10-25-2002 / Portland, OR / Roseland Theater - DAT(M) (Nakamichi CM-300s) (chris mcgrath) ",AUD,FLAC 24,
"11-3-2002 / Providence, RI / Lupo's Heartbreak Hotel (AKG C1000s) (george johnson)",AUD,FLAC,
"11-24-2002 / Minneapolis, MN / The Quest (scott t. remaster) ",SBD,FLAC,
,,,
[2003],,,
"5-13-2003 / Memphis, TN / New Daisy Theatre - DAT(M)",SBD,FLAC,
"7-19-2003 / Toledo, OH / Headliner's - DAT(M) (MG 210) (unk) ",AUD,FLAC 24,
,,,
[2023],,,
"5-20-2023 / Santa Cruz, CA / Civic Auditorium (DPA 4021) (eman)",AUD,FLAC 24,
"5-26-2023 / Kansas City, MO - Grinders KC (DPA 4061s) (kcmoejoe)",AUD,FLAC,
"5-26-2023 / Kansas City, MO / Grinders (Internal mics) (unk)",AUD,FLAC 24,
"5-28-2023 / Louisville, KY / Iroquois Amphitheater (Schoeps MK4v) (unk)",AUD,FLAC 24,
5-30-2023 / Buffalo NY / Town Ballroom (Sennheiser Ambeo) (grizzly adams) ,AUD,FLAC 24,
"5-31-2023 / Columbus, OH / KEMBA Live! (SP-CMC-08) (ironchef) ",AUD,FLAC,
"6-2-2023 / Detroit, MI / Masonic Temple (MBHO KA200N) (unk)",AUD,FLAC 24,
"6-2-2023 / Detroit, MI / Masonic Temple (Sennheiser Ambeo) (blue tweeker)",AUD,FLAC,
"6-2-2023 / Detroit, MI / Masonic Temple (SP-LAV-1) (unk)",AUD,FLAC 24,
"6-17-2023 / New Orleans, LA / The Saenger Theater (MK41v) (unk)",AUD,FLAC 24,
"6-24-2023 / Westbury, NY / NYCB Theatre at Westbury (AT833) (joe d'amico)",AUD,FLAC,
"6-24-2023 / Westbury, NY / Westbury Music Fair (DPA 4011Es) (todd hinden)",AUD,FLAC,
"6-29-2023 / Boston, MA / MGM Music Hall at Fenway (CA-14) (screamingslave)",AUD,FLAC 24,
"7-1-2023 / Scranton, PA / Montage Mountain (Gefell 210) (john lynch)",AUD,FLAC 24,
"7-2-2023 / Chicago, IL / Salt Shed (Schoeps MK4v) (unk) ",AUD,FLAC 24,
"7-9-2023 / Forest Grove, OR / McMenamins Grand Lodge (Sennheiser Ambe0 + CA-11) (unk)",MIX,FLAC,
"7-11-2023 / Wheatland, CA / Hard Rock Live  (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC,
"7-13-2023 / San Luis Obispo, CA / Madonna Inn (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC,
"7-14-2023 / Los Angeles, CA / The Wiltern (CA-11) (leifh)",AUD,FLAC,
"7-15-2023 / Phoenix, AZ / The Van Buren (SP-CMC-8) (leifh12345) ",AUD,FLAC,
"10-21-2023 / Wallingford, CT / Oakdale Theatre (AT853s) (e)",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Claypool Gold,,,
Drive - F,,,
,,,
,,,
[2024],,,
12-31-2024 / Oakland CA / Fox Theater (CA-11) (leifh),AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Les Claypool and the Fancy Band,,,
Drive - F,,,
,,,
,,,
[2005],,,
"7-7-2005 / Boulder, CO / Fox Theatre (DPA 4011) (unk)",AUD,FLAC,
"7-8-2005 / Boulder, CO / Fox Theatre (Schopes MK4) (unk)",AUD,FLAC,
,,,
[2007],,,
"6-1-2007 / Boston, MA / The Roxy (CSB) (ghostwheel)",AUD,FLAC,
"6-3-2007 / Philadelphia, PA / The Electric Factory (CSB) (ghostwheel)",AUD,FLAC,
