Foo Fighters,Versions,File Type,
"9-12-2012 / San Francisco, CA / Yerba Buena Center for the Arts (Apple Keynote Event) - Master (simon kilmore)",PRO #1 (44.1k),FLAC,
"9-12-2012 / San Francisco, CA / Yerba Buena Center for the Arts (Apple Keynote Event) - Master (simon kilmore)",PRO #1 (48k),FLAC,
"9-21-2012 / Atlanta, GA / Music Midtown Festival - Piedmont Park (Sony PCM-M10) (shockadow/orsyn0)",AUD #1,FLAC,
"9-29-2012 / New York, NY / Global Citizen Festival - Central Park (Palladia HD)",AUD,FLAC,
"9-29-2012 / New York, NY / Global Citizen Festival - Central Park (Edirol R-09)",AUD,FLAC 24,
"12-12-2012 / New York, NY / Madison Square Garden - Sandy Relief Benefit (daspyknows)",AUD,FLAC,
,,,
[2013],,,
"2-19-2013 / London, UK / Kentish Town - The Forum (Dave Grohl's Sound City Players) (humbug)",AUD,FLAC,
,,,
[2014],,,
1-31-2014 / Howard Stern's Birthday Bash - Dave Grohl,PRO #1 ,MKV,
"4-9-2014 / New York, NY / Rockefeller Center Studio 6B - The Tonight Show Starring Jimmy Fallon",TV,MPG,
"5-5-2014 / Washington, D.C. / 9:30 Club (CA-14s)",AUD,FLAC 24,
"9-8-2014 / London, UK / Maida Vale Studios (Maida Vale 3) - FM",SBD #1,FLAC,
"9-8-2014 / London, UK / Maida Vale Studios (Maida Vale 3) - FM",SBD #1b,FLAC,
"9-14-2014 / London, UK / Queen Elizabeth Olympic Park - Invictus Games Closing",PRO,DVD,
"9-17-2014 / Richmond, VA / The National - AAC(M) (jennifer panaro)",AUD #1,FLAC,
"10-13-2014 / New York, NY / Late Show with David Letterman (CBS-HD)",TV,TS,
"10-14-2014 / New York, NY / Late Show with David Letterman (CBS-HD)",TV,TS,
"10-15-2014 / New York, NY / Late Show with David Letterman (CBS-HD)",TV,TS,
"10-16-2014 / New York, NY / Late Show with David Letterman (CBS-HD)",TV,TS,
"10-17-2014a / New York, NY / Late Show with David Letterman (CBS-HD)",TV,TS,
"10-17-2014 / Chicago, IL / The Cubby Bear",Webcast,MKV,
"10-17-2014 / Chicago, IL / The Cubby Bear",WEB,FLAC,
"10-24-2014 / Washington, D.C. / Black Cat (mistacabbage)",AUD,FLAC,
"11-19-2014 / Burbank, CA / Warner Bros Studios - Ellen Show (Dave Grohl Interview + Perf)",TV,TS,
"11-20-2014 / Austin, TX / Austin City Limits - Moody Theater - HDTV (anonymous)",PRO #1a,TS,
"11-28-2014 / Seattle, WA / The Showbox - WAV(M) (CA-11) (mike ziegler)",AUD,FLAC,
"12-5-2014 / New York, NY / Irving Plaza - Webstream (chad erickson)",SBD #1,FLAC,
12-18-2014 / The Tonight Show Starring Jimmy Fallon,TV,TS,
,,,
[2015],,,
"1-10-2015 / Inglewood, CA / The Forum (chrisedge)",AUD,FLAC,
"1-23-2015 / Sao Paulo, Brazil / Estadio Cicero Pompeu de Toledo (iPhone 4) (jonathas formagio)",AUD #1,FLAC,
"1-25-2015 / Rio de Janeiro, Brazil / Estadio Jornalista Mario Filho - HDTV (anonymous)",PRO #1,TS,
"2-7-2015 / Austin, TX / Austin City Limits",PRO,TS,
"3-2-2015 / Hobart, Tasmania, Australia / Derwent Entertainment Centre (CA-11) (bleedingme)",AUD #1,FLAC,
"3-2-2015 / Tasmania, AUS / Derwent Entertainment Centre (Zoom H2n) (unk)",AUD #2,FLAC,
"5-20-2015 / New York, NY / Ed Sullivan Theatre - Late Show with David Letterman",PRO,TS,
"5-24-2015 / Norwich, UK / Earlham Park (Radio 1's Big Weekend) - FM ",SBD #1,FLAC,
"5-24-2015 / Norwich, UK / Earlham Park (Radio 1's Big Weekend) (BBC 3 HD)",Webcast,TS,
"5-25-2015 / Sunderland, England / Stadium of Light (Edirol R-09HR)",AUD,FLAC,
"6-7-2015 / Mendig, Germany / Rock Am Ring (Harmon Kardon AVR 11)",FM,FLAC,
"6-7-2015 / Mendig, Germany / Rock Am Ring",Webcast,MKV,
"6-12-2015 / Gothenburg, Sweden / Ullevi Stadium (AKG CK63) (jontebus master)",AUD,FLAC,
"7-4-2015 / Washington, DC / RFK Stadium (CSB) (smores)",AUD,FLAC 24,
"7-18-2015 / Boston, MA / Fenway Park (SP-CMC-2)",AUD,FLAC,
"7-19-2015 / Boston, MA / Fenway Park (SP-CMC-2)",AUD,FLAC,
"7-19-2015 / Boston, MA / Fenway Park - Webstream",PRO #1,MKV,
"7-24-2015 / Yuzawa-cho, Japan / Fuji Rock Festival - HDTV (minoland)",PRO #1,TS,
"8-27-2015 / Noblesville, IN / Klipsch Music Center (ARMIC 1) (gitard)",AUD #1,FLAC,
"8-29-2015 / Chicago, IL / Wrigley Field - WAV(M) (DPA 4022) (analog4011)",AUD #1,FLAC,
"9-6-2015 / Milton Keynes, England / The National Bowl (Zoom Q2 + Zoom Q3)",MTX,FLAC,
"9-11-2015 / Vancouver, BC / Rogers Arena (CA-11s) (leifh)",AUD,FLAC,
"9-16-2015 / Mountain View, CA / Shoreline Amphitheatre (Schoeps CCM4s) (blg mastering)",AUD #1,FLAC,
"9-16-2015 / Mountain View, CA / Shoreline Amphitheatre - WAV(M) (unk) (inc)",AUD #2,FLAC,
"9-22-2015 / Inglewood, CA / The Forum (AT853) (david sell)",AUD #1,FLAC,
"9-25-2015 / Phoenix, AZ / Ak-Chin Pavilion (Tascam DR-40) (chuckyalden)",AUD #1,FLAC,
"10-2-2015 / Austin, TX / ACL Music Festival (AT831s) (tapeworm48)",AUD,FLAC,
"11-6-2015 / Koln, Germany / Lanxess Arena (Zoom H4) (bobfather)",AUD,FLAC,
"11-8-2015 / Berlin, Germany / Mercedes Benz Arena (Soundman OKM II's) (wb)",AUD,FLAC,
"11-9-2015 / Krakow, Poland / Tauron Arena (SP-CMC-4) (soberonez)",AUD,FLAC,
"11-11-2015 / Vienna, Austria / Wiener Stadthalle (Halle D) (Zoom H2N) (damageinc)",AUD,FLAC,
12-1-2015 / ABC-TV - The Muppets (Episode 109) - Dave Grohl vs Animal Drum-off,TV,TS,
,,,
[2016],,,
"6-16-2016 / Landgraaf, The Netherlands / Pinkpop Festival",Webcast,TS,
,,,
[2017],,,
"2-24-2017 / Frome, UK / Cheese & Grain ",Webcast,MKV,
"6-16-2017 / Reykjavik, Iceland / Laugardalur Park",AUD,MP4,
"6-24-2017 / Pilton, UK / Worthy Farm (Glastonbury Festival) - Satellite Feed (anonymous)",PRO #1,FLAC,
"6-24-2017 / Pilton, UK / Worthy Farm (Glastonbury Festival) (magnix)",PRO,TS,
"6-26-2017 / Budapest, Hungary / Papp Liszl (Budapest Sportarena) (Zoom H2N)",AUD,FLAC,
"6-27-2017 / Prague, Czech Republic / 02 Arena (d.m.)",AUD,FLAC,
"6-29-2017 / Gdynia, Poland / Gdynia-Kosakowo Airport - Open'er Festival",Webcast,TS,
"6-30-2017 / Roskilde, Denmark / Dyrskuepladsen (Roskilde Festival) - WAV(M) (nielsen81)",AUD #1,FLAC,
"7-2-2017 / Werchter, Belgium / Rock Werchter (steven)",FM,FLAC,
"7-3-2017 / Paris, France / AccorHotels Arena (Edirol R-09HR)",AUD,FLAC,
"7-3-2017 / Paris, France / AccorHotels Arena (Sony ECM-MS 907)",AUD,FLAC,
"7-7-2017 / Oeiras, Portugal / Passeio Maritimo de Alges - NOS Alive Festival",TV,FLAC,
"7-10-2017 / Athens, Greece / Odeon of Herodes Atticus Acropolis - Landmarks Live in Concert (indykid)",Webcast,TS,
"9-1-2017 / Northridge, CA / Studio 606 - BBC Radio 1's Live Lounge - FM",FM,FLAC,
"9-1-2017 / Northridge, CA / Studio 606 - BBC Radio 1's Live Lounge (indykid)",Webcast,TS,
"9-10-2017 / Berlin, Germany / Rennbahn Hoppegarten (Lollapalooza) (indykid)",Webcast,TS,
"9-13-2017 / Stockholm, Sweden / Sveriges Television (Skavlan) - HDTV (anonymous)",PRO #1,TS,
"9-16-2017 / Barcelona, Spain / BARTS - HDTV (anonymous)",PRO #1,MKV,
"9-19-2017 / London, UK / 02 Arena (chatts99)",SBD #1b,FLAC  24,
"9-19-2017 / London, UK / 02 Arena - Webstream",AUD,FLAC,
"9-21-2017 / London, UK / Royal Albert Hall / Later 25 (BBC2 HD)",TV,TS,
"10-7-2017 / San Bernardino, CA / Glen Helen Regional Park (Cal Jam 17) (the v.u.)",AUD,FLAC,
"10-9-2017 / Los Angeles, CA / HD Radio Soundspace at KROQ - Webstream",PRO #1,TS,
"10-12-2017 / Washington, D.C. / The Anthem (CA-14s)",AUD,FLAC  24,
"10-15-2017 / Greensboro, NC / Greensboro Coliseum (donkyflip)",AUD,FLAC,
"10-20-2017 / Cincinnati, OH / US Bank Arena (live2cd)",AUD,FLAC,
"10-28-2017 / New Orleans, LA / City Park Festival Grounds - Altar Stage (Voodoo Music + Arts Fest) (indykid)",Webcast,TS,
"11-18-2017 / Mexico City, MX / Corona Capital - Corona Stage (indykid)",Webcast,TS,
"12-1-2017 / Fresno, CA / The Save Mart Center (filthpurveyor)",AUD,FLAC,
"12-16-2017 / New York, NY / Studio 8H - Saturday Night Live - Fronthaul Feed (anonymous)",PRO #1,MKV,
,,,
[2018],,,
"2-21-2018 / London, UK / 02 Arena - Brit Awards",PRO #1,TS,
"4-25-2018 / Tampa, FL / MidFlorida Credit Union Amphitheatre (besley)",AUD,FLAC,
"5-1-2018 / Lexington, KY / Rupp Arena (live2cd)",AUD,FLAC,
"5-11-2018 / Burbank, CA / NBC Studios - The Ellen DeGeneres Show",TV,MKV,
"5-12-2018 / Oakland, CA / Fox Theater (Dave Grohl) (DPA 4061s) (leykis101)",AUD #1,FLAC,
"5-12-2018 / Oakland, CA / Fox Theater (Dave Grohl) (iPhone 6S) (vibriodxire)",AUD #2,M4A,
"6-3-2018 / Nurburg, Germany / Rock am Ring",Webcast,MKV,
"6-13-2018 / Bern, Switzerland / Stade de Suisse (inc) (rowwli)",FM,FLAC,
"6-16-2018 / Landgraaf, The Netherlands / Pinkpop (magnix)",Broadcast,TS,
"6-19-2018 / Manchester, England / Etihad Stadium - Live Webstream",SBD #1,FLAC,
"7-10-2018 / Ottawa, Ontario / Ottawa Bluesfest - WAV(M)",AUD #1,FLAC,
"7-19-2018 / Pittsburgh, PA / PPG Paints Arena (live2cd)",AUD,FLAC,
"7-22-2018 / Boston, MA / Fenway Park (SP-CMC-2)",AUD,FLAC,
"7-29-2018 / Chicago, IL / Wrigley Field (talltaper)",AUD,FLAC 24,
"7-30-2018 / Chicago, IL / Wrigley Field (analog)",AUD,FLAC 24,
"9-1-2018 / Seattle, WA / Safeco Field - WAV(M) (toolshirt)",AUD #1,FLAC,
"9-12-2018 / San Jose, CA / SAP Center (jefftak master)",AUD,FLAC,
"10-6-2018 / San Bernardino, CA / Glen Helen Regional Park (Caljam 18) - WAV(M) (wavtaper)",AUD #1,FLAC,
"10-6-2018 / San Bernardino, CA / Cal Jam Festival (SP-CMC-8)",AUD,FLAC,
"10-8-2018 / Phoenix, AZ / Talking Stick Arena (chuckyalden)",AUD,FLAC,
"10-17-2018 / Milwaukee, WI / Fiserv Forum (analog4011)",AUD,FLAC,
"10-22-2018 / Edmonton, Alberta / Rogers Place ""Concrete and Gold Tour"" (sean gursky)",AUD,FLAC,
"12-8-2018 / Asheville, NC / Asheville Civic Center (z-man)",AUD,FLAC,
,,,
[2019],,,
"1-16-2019 / Inglewood, CA / The Forum (AT831s) (tapeworm48)",AUD,FLAC,
"2-2-2019 / Atlanta, GA / Atlantic Station - Super Saturday Night (indykid)",Webcast,TS,
"5-19-2019 / Columbus, OH / MAPFRE Stadium (live2cd)",AUD,FLAC,
"5-19-2019 / Columbus, OH / MAPFRE Stadium (indykid)",Webcast,TS,
"5-26-2019 / Horsens, Denmark / Fenglset (nielsen81)",AUD,FLAC,
"6-21-2019 / Newhausen ob Eck, Germany / Southside Festival (indykid)",Webcast,DVD,
"6-23-2019 / Scheebel, Germany / Eichenring - Hurricane Festival - Webstream",PRO #1,DVD,
"6-25-2019 / Horsens, Denmark / Fengslet (nielsen81)",AUD,FLAC,
"8-13-2019 / Budapest, Hungary / Sziget Festival (indykid)",Webcast,MKV,
"8-25-2019 / Reading, England / Reading Festival - Sattelite Feed (anonymous)",PRO #1,TS,
"9-28-2019 / Rio De Janeiro, Brazil / Parque Olimpico - Rock in Rio (indykid)",Webcast,MKV,
,,,
[2020],,,
"10-17-2020 / West Hollywood, CA / Troubadour - Save Our Stages Fest (indykid)",TV,DVD,
"11-7-2020 / New York, NY / NBC Studios - SNL",TV,MPEG,
"11-14-2020 / West Hollywood, CA / The Roxy (PPV)",Webcast,MP4,
"12-15-2020 / Los Angeles, CA / The Theatre at Ace Hotel (indykid)",Webcast,TS,
,,,
[2021],,,
"1-20-2021 / Washington, D.C. / Celebrating America (Biden Inauguration)",TV,TS,
"1-28-2021 / Burbank, CA / iHeartRadio ALTer EGO (indykid)",Webcast,TS,
"5-2-2021 / Inglewood, CA / VAX Live - SoFi Stadium",Webcast,TS,
"6-15-2021 / Agoura Hills, CA / Canyon Club (Schoeps MK41s) (ed davis)",AUD,FLAC,
"6-20-2021 / New York, NY / Madison Square Garden (DPA 4011s)",AUD,FLAC 24,
"6-20-2021 / New York, NY / Madison Square Garden (VOD Webcast) (indykid)",Webcast,TS,
"7-28-2021 / Cincinnati, OH / The Andrew J Brady ICON Music Center (CA-14) (charles dewey cole)",AUD,FLAC,
"7-30-2021 / Milwaukee, WI / AmFam Insurance Amphitheatre (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24,
"8-5-2021 / Bonner Springs, KS / Azura Amphitheater (Tascam DR-05) (unk)",AUD,FLAC 24,
"8-21-2021 / Fairbanks, AK / Carlson Center (SSDSM-6) (steve hagar)",AUD,FLAC,
"8-26-2021 / Inglewood, CA / The Forum (CA-14s) (chrisedge)",AUD,FLAC,
"9-5-2021 / Napa, CA / Bottlerock Festival - JamPad Acoustic Stage (Dave Grohl) (PCM-A10)",AUD,FLAC,
"9-5-2021 / Napa, CA / Bottlerock Festival (Dave Grohl) (SP-CMC-8)",AUD,FLAC 24,
"9-5-2021 / Napa, CA / BottleRock Festival (CSB) (jl) ",AUD,FLAC,
"9-5-2021 / Napa, CA / Bottlerock Festival - Jam Cellars Stage (AT-853s) (tj) ",AUD,FLAC,
"9-5-2021 / Napa, CA / BottleRock Festival - Napa Valley Expo (SP-CMC-8)",AUD,FLAC 24,
"9-9-2021 / Washington, D.C. / 930 Club (CA-14) (alex leary)",AUD,FLAC 24,
"9-15-2021 / Syracuse, NY / St. Joseph's Health Amphitheater at Lakeview (Tascam DR-08) (binko)",AUD,FLAC 24,
"10-19-2021 / Seattle, WA / Climate Pledge Arena - WAV(M) (Shure MV88) (toolshirt) ",AUD #1,FLAC,
"10-30-2021 / Cleveland, OH / Rocket Mortgage Fieldhouse - 36th Annual Rock and Roll HOF Induction Ceremony (DVB-S)",PRO,TS,
"12-7-2021 / Sacramento, CA / Golden 1 Center (Shure MV88) (kurtis bishop)",AUD #1,FLAC,
"12-7-2021 / Sacramento, CA / Golden 1 Center (AT853s) (tj)",AUD,FLAC,
"12-7-2021 / Sacramento, CA / Golden 1 Center (Wireless Feeds + AT853s) (hoserama mix) ",MIX,FLAC,
"12-9-2021 / Fresno, CA / Save Mart Arena (Tascam DR-07) (loughney)",AUD,FLAC,
,,,
[2022],,,
"3-18-2022 / Santiago, Chile / Parque Bicentenario de Cerrillos - Lollapalooza",Webstream,MKV,
"3-20-2022 / Buenos Aires, Argentina / Hipodromo de San Isidro - Lollapalooza 2022 (Zoom H1) (julian conti)",AUD,FLAC,
"3-20-2022 / Buenos Aires, Argentina / Hipodromo de San Isidro - Lollapalooza 2022 (Zoom H1 + YouTube) ",MIX,FLAC,
"9-3-2022 / London, UK / Wembley Stadium - Taylor Hawkins Tribute (YouTube rip)",Webstream,MP4,
"9-27-2022 / Los Angeles, CA / Kia Center (SP-CMC-4U) (loughney)",AUD,FLAC,
"9-27-2022 / Los Angeles, CA / Kia Center - Taylor Hawkins Tribute (All Artists) (SP-CMC-4U) (loughney)",AUD,FLAC,
"9-27-2022 / Inglewood, CA - Kia Forum - WAV(M) (SP-CMC-4U) (vibrioidxire)",AUD #3,FLAC,
,,,
[2023],,,
"5-21-2023 / Los Angeles, CA / Studio 606 (Veeps Web Stream) (as it happens)",SBD,FLAC,
"5-21-2023 / Los Angeles, CA / Studio 606 (Veeps Stream) (luchengue)",Webstream,MKV,
"5-24-2023 / Gilford, NH / Bank of New Hampshire Pavilion (SP-CMC-8) (krw_co)",AUD,FLAC 24,
"5-26-2023 / Boston, MA / Boston Calling Music Festival - Harvard Athletic Complex (SP-CMC-4U) (massu2)",AUD,FLAC,
"5-28-2023 / Columbus, OH / Sonic Temple (CA-14) (unk) ",AUD,FLAC,
"6-2-2023 / Nurburg, Germany / Rock Am Ring (YouTube Livestream) (vibrioidxire)",PRO #1,MKV,
"6-4-2023 / Nürnberg, Germany / Rock im Park  (Zoom H1n) (roy t)",AUD,FLAC 24,
"6-4-2023 / Nurnberg, Germany / Rock im Park (CA-14) (rasensteine)",AUD,FLAC,
"6-23-2023 / Pilton, UK - Glastonbury Festival ",PRO #1,MKV,
"6-23-2023 / Pilton, UK / Worthy Farm - Glastonbury Festival (foofighterslive)",SBD #1,M4A,
"7-13-2023 / Ottawa, ON / RBC Bluesfest (iPhone 11) (palm0014)",AUD,FLAC 24,
"8-10-2023 / Stateline, NV / Lake Tahoe Outdoor Arena (Schoeps MK4) (loughney) ",AUD,FLAC,
"8-10-2023 / Stateline, NV / Lake Tahoe Outdoor Arena (Schoeps MK4s) (tj) ",AUD,FLAC 24,
"8-12-2023 / San Francisco, CA / Golden Gate Park - Outside Lands (Schoeps MK4) (loughney)",AUD,FLAC 24,
"9-13-2023 / San Francisco, CA / Chase Center - Dreamfest 2023 (Salesforce+ Livestream) (inc)",PRO #1,MKV,
"9-15-2023 / Chicago, IL / Douglass Park - Riot Fest (Schoeps MK41s) (tj) ",AUD,FLAC 24,
"10-28-2023 / New York, NY / NBC Studios - Saturday Night Live",TV,TS,
"11-18-2023 / Austin, TX / Moody Theater - Austin City Limits  (PBS Broadcast)",TV,MKV,
,,,
[2024],,,
"1-27-2024 / Wellington, New Zealand / Sky Stadium (Samsung S20 FE) (zach.dem) ",AUD,FLAC,
"7-21-2024 / Boston, MA / Fenway Park (OKMIIr) (massu2) ",AUD,FLAC,
"7-25-2024 / Cincinnati, OH / Great American Ball Park (CA-14) (live2cd) ",AUD,FLAC,
"8-7-2024 / San Diego, CA / Petco Park (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
"8-9-2024 / Los Angeles, CA / BMO Stadium (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
"8-11-2024 / Los Angeles, CA / BMO Stadium (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
"8-11-2024 / Los Angeles, CA / BMO Stadium (DPA 4081) (faninor)",AUD,FLAC 24,
"8-13-2024 / Concord, CA / Concord Pavilion (Schoeps MK4s) (tj) ",AUD,FLAC 24,
"8-13-2024 / Concord, CA / Toyota Pavillion (Schoeps MK4s) (loughney)",AUD,FLAC 24,
"8-13-2024 / Concord, CA / Toyota Pavillion (SP-CMC-4U) (vibrioidxire) ",AUD #3,FLAC 24,
,,,
[2025],,,
"10-30-2025 / Glendale, CA / East End Studios - Amazon Music (vibriodxire) (1080p)",PRO #1,MKV,
"11-12-2025 / Monterrey, MX / Estadio Banorte (YouTube Livestream) (1080i) (vibriodxire)",PRO #1,MKV,
,,,
[2026],,,
"2-22-2026 / Co Kerry, Ireland / St. James Church - Other Voices (1080) (ex-cowboy)",PRO,MKV,
"5-2-2026 / Seyerville, NJ / Starland Ballroom (Aiwa CM30) (jc productions)",AUD,FLAC,
,,,
[MISC],,,
"4-XX-1992 / Seattle, WA / Laundry Room Studios (Allister Lob)",SBD #1,FLAC,
Early Demos (1990-1994),,FLAC,
Dave Grohl - Demo Tapes,,FLAC,
1994 Demos,,FLAC,
1995 Radio Broadcasts,,,
Pocketwatch (Compilation),,FLAC,
"XX-XX-2005 / Northridge, CA / 606 Studios (Jan-March) *In Your Honor Instrumentals",SBD #1f,FLAC,
Foo Fighters - Brain Damage (Live from 2 shows),SBD,FLAC,
Foo Fighters - VH1 Storytellers,,DVD,
Foo Fighters - Live Odds and Ends,,DVD,
Foo Fighters - Live Odds and Ends 2,,DVD,
Foo Fighters - Live Odds and Ends 3,,DVD,
Dave Grohl - 1992-93 Demos,,FLAC 24,
Foo Fighters - Medium Rare (Exclusive Q Subscriber's Album) ,,FLAC,
Foo Fighters - Various - Nulle Part Ailleurs Compilation (DVD),,DVD,
Foo Fighters - In Your Honor (Instrumental),SBD #1f,FLAC,
Foo Fighters – Rope (Deadmau5 Mix Edit) (2011),,FLAC,
,,,
,,,
[SILVERS],,,
Foo Fighters - An Evening With The Foo Fighters (1996) (RUP 9690),Silver CD,FLAC,
Foo Fighters - Brixton (1996) (KTS 518) ,Silver CD,FLAC,
Foo Fighters - B-sides & Rarities (34862-1/2) (2015),Silver CD,FLAC,
Foo Fighters - Christmas Carols & Demos {W.B 030} (2000),Silver CD,FLAC,
"Foo Fighters - Concert Hall, Toronto, Canada (2015)",Silver CD,FLAC,
Foo Fighters - Dave Grohl Demos (1995) (BF028),Silver CD,FLAC,
Foo Fighters - Enter The Dragon (1995) (RSCD 006) ,Silver CD,FLAC,
Foo Fighters - Fighting The N Factor (1996) (OXY 031),Silver CD,FLAC,
Foo Fighters - Frenzy! (1996) (OXY 036),Silver CD,FLAC,
Foo Fighters - Late! Pocketwatch Demo (JWB Remaster),Silver CD,FLAC,
Foo Fighters - Howling Wind (1995) (TOR055) ,Silver CD,FLAC,
Foo Fighters - On The Air (1995) (MOONRAKER 038),Silver CD,FLAC,
Foo Fighters - Pocketwatch Demos (1995) (PD095),Silver CD,FLAC,
Foo Fighters - Reading '95 & Unreleased Demos (1996) (FFCD021),Silver CD,FLAC,
Foo Fighters - Reading (1995) (KTS 493),Silver CD,FLAC,
Foo Fighters - The Demo Tape (1995) (Kiwi 036 A),Silver CD,FLAC,
Foo Fighters - The One And Only (2003),Silver CD,FLAC,
Foo Fighters - Tuneful Chaos (1995) (OXY 007),Silver CD,FLAC,
Foo Fighters - We'll Stick Around (1996) (SY10030),Silver CD,FLAC,
Foo Fighters - X Static (1995) (TYN 003),Silver CD,FLAC,
Foo Fighters - We Will Rock You ,Silver CD,FLAC,
Foo Fighters - Star For Station,Silver CD,FLAC,
Foo Fighters - Things To Do In Stockholm (ZCCD096),Silver CD,FLAC,
Foo Fighters - Tough Fighters,Silver CD,FLAC,
Foo Fighters - We Ain't No Baby,Silver CD,FLAC,
Foo Fighters - Rock in Rio III,Silver CD,FLAC,
Foo Fighters - Low Like These,Silver CD,FLAC,
Foo Fighters - Mine Is Yours and Yours Is Mine,Silver CD,FLAC,
Foo Fighters - Fooking Great,Silver CD,FLAC,
Foo Fighters - Brain Damage {FF-0299} (2001),Silver CD,FLAC,
,,,
,,,
[OFFICIAL RELEASES],,,
"1995 Foo Fighters (EU, RCA 82876 55496 2)",,FLAC,
"1995 Foo Fighters (Japan, BVCM-35129)",,FLAC,
"1997 The Colour And The Shape (EU, 82876 55495 2)",,FLAC,
"1997 The Colour And The Shape (Japan, BVCM-35130)",,FLAC,
"1999 There Is Nothing Left To Lose (ECD) (EU, 07863 67892 2)",,FLAC,
"1999 There Is Nothing Left To Lose (Japan, BVCM-35131)",,FLAC,
"2002 One By One (EU, RCA 74321 96269 2)",,FLAC,
"2002 One By One (Japan, BVCM-35132)",,FLAC,
"2002 One By One (Special Limited Edition) (2CD) (EU, RCA 82876 53311-2)",,FLAC,
2002 One By One (Special Norwegian Edition) (2CD) (82876 512002),,FLAC,
2002 One By One (Expanded Edition),,FLAC,
"2005 In Your Honor (2CD) (EU, 82876 69623 2)",,FLAC,
"2005 In Your Honor (2CD) (Japan, BVCM-35133-4)",,FLAC,
"2006 Skin And Bones (EU, RCA 82876888572)",,FLAC,
"2006 Skin And Bones (Japan, BVCP-21502)",,FLAC,
"2007 Echoes, Silence, Patience & Grace (Japan, BVCP-21552 (88697-15501-2))",,FLAC,
"2007 Echoes, Silence, Patience & Grace (US, RCA 88697 11516-2)",,FLAC,
"2007 The Colour And The Shape (10th Anniversary Special Edition) (EU, 88697 09183 2)",,FLAC,
"2009 Greatest Hits (Japan, BVCP 40174)",,FLAC,
"2009 Greatest Hits (US, 88697-36921-2)",,FLAC,
"2011 Medium Rare (Exclusive Q Subsriber's Album) (UK, -)",,FLAC,
"2011 Wasting Light (Japan 1st Press, SICP 3072)",,FLAC,
"2011 Wasting Light (US, 88697-84493-2)",,FLAC,
"2011 Wasting Light (US, 88697-89193-2) (Best Buy Deluxe Version) (2CD)",,FLAC,
"2014 Sonic Highways (US, 88843-09008-2)",,FLAC,
Foo Fighters - Back and Forth (2011),,MKV,
Sound City (2013) - Directed by Dave Grohl,,MKV,
Sonic Highways HBO Series: Season 1,,MOV,
Live at Wembley Stadium (DVD),,MKV,
Skin and Bones (DVD),,MKV,
Everywhere but Home - Live in Toronto 2003 ,,MKV,
Everywhere but Home - Live in Dublin 2003 ,,MKV,
Foo Fighters - In Your Honor (2005) (24bit) ,,FLAC HD,
"Foo Fighters - Echoes, Silence, Patience & Grace (2007) (24bit)",,FLAC HD,
Foo Fighters - Soldier (Single) (2017),,FLAC HD,
Foo Fighters - Sonic Highways (2014) (24bit),,FLAC HD,
Foo Fighters - Saint Cecilia EP (2015) (24bit),,FLAC HD,
Foo Fighters - Concrete And Gold (2017) (24bit),,FLAC HD,
Foo Fighters - 00020225 (2019),,FLAC,
Foo Fighters - 00070725 Live At Studio 606 (2019),,FLAC,
Foo Fighters - 00070725 Live At Studio 606 (Bonus Tracks Version) (2019),,FLAC,
Foo Fighters - 00950025 (2019),,FLAC,
Foo Fighters - 00959525 (2020),,FLAC,
Foo Fighters - 00979725 (2019),,FLAC,
Foo Fighters - 00999925 (2019),,FLAC,
Foo Fighters - 01020225 (2019),,FLAC,
Foo Fighters - 01050525 (2019),,FLAC,
Foo Fighters - 01070725 (2019),,FLAC,
Foo Fighters - 02050525 (2019),,FLAC,
Foo Fighters - Medicine At Midnight (2021) (24bit),,FLAC HD,
Foo Fighters - Are Playing Where Vol. I (2025) (24-48),,FLAC HD,
,,,
,,,
[SINGLES + EPs],,,
1995a This Is A Call (UK CDS) (7243 8 82228 2 2),,FLAC,
1995b I'll Stick Around (UK CDS) (7243 8 82382 2 9),,FLAC,
1995c For All The Cows (UK CDS) (7243 8 82574 2 8),,FLAC,
1996 Big Me (UK CDS) (7243 8 82674 2 7),,FLAC,
1996 Big Me (US Maxi CD Single) (C2 7243 8 58530 2 9),,FLAC,
"1997 Inédits (Promo CD) (France, SPCD 2111)",,FLAC,
1997a Monkey Wrench (UK CD1 Of A 2CD Set) (7243 8 84014 2 5),,FLAC,
1997a Monkey Wrench (UK CD2 Of A 2CD Set) (7243 8 84027 2 9),,FLAC,
1997b Everlong (UK CD1) (7243 8 84361 2 0),,FLAC,
1997b Everlong (UK CD2) (7243 8 84363 2 8),,FLAC,
1997c Everlong (Australian Limited Edition Single),,FLAC,
1998 My Hero (-Japan Special Edition-) (TOCP-50408),,FLAC,
1998 My Hero (UK Limited Edition Single) (ECD) (7243 8 85180 0 0),,FLAC,
1998 Walking After You (German CDS) (E4100CD 7559-64100-2),,FLAC,
1999 Learn To Fly (EU CD1) (74321706622),,FLAC,
1999 Learn To Fly (EU CD2) (74321713102),,FLAC,
2000a Stacked Actors (OZ CDS) (74321734832),,FLAC,
2000b Generator (EU Limited Edition Numbered EP) (ECD) (74321749582),,FLAC,
2000b Generator (Exclusive Australian EP) (ECD) (74321753772),,FLAC,
