Metallica,Versions,File Type,
"7-13-2007 / Aarhus, Denmark / Vestereng (inc) (LiveMetallica)",SBD,FLAC,
"7-15-2007 / Helsinki, Finland / Olympiastadion (LiveMetallica)",SBD,FLAC,
"7-18-2007 / Moscow, Russia / Luzhniki Stadium (LiveMetallica)",SBD,FLAC,
"10-27-2007 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit (LiveMetallica)",SBD,FLAC,
"10-28-2007 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit (LiveMetallica)",SBD,FLAC,
,,,
,,,
"5-14-2008 / Los Angeles, CA / Wiltern Theatre (LiveMetallica)",SBD,FLAC,
"5-16-2008 / Tuscon, AZ / Pima County Fairgrounds - KMFA Day (LiveMetallica)",SBD,FLAC,
"5-17-2008 / Irvine, CA / Verizon Wireless Amphitheatre - KROQ Weenie Roast (LiveMetallica)",SBD,FLAC,
"5-28-2008 / Chorzow, Poland / Stadion Slaski (LiveMetallica)",SBD,FLAC,
"5-30-2008 / Landgraaf, Holland / Megaland - Pinkpop Festival",SBD,FLAC,
"5-31-2008 / Getafe, Spain / Auditorio John Lennon - Electric Weekend (LiveMetallica)",SBD,FLAC,
"5-31-2008 / Getafe, Spain / Auditorio John Lennon - Electric Weekend (LiveMetallica) (2020 Mix)",SBD,FLAC HD,
"6-3-2008 / Prague, Czech Republic / Stadion Eden (LiveMetallica)",SBD,FLAC,
"6-5-2008 / Lisbon, Portugal / Parque da Bela Vista - Rock in Rio Lisboa (LiveMetallica)",SBD,FLAC,
"6-7-2008 / Nurburg, Germany / Nurburgring - Rock am Ring (LiveMetallica)",SBD,FLAC,
"6-8-2008 / Nurnberg, Germany / Zeppelinfeld - Rock im Park (LiveMetallica)",SBD,FLAC,
"6-12-2008 / Nashville, TN / The Basement (Secret Gig) (LiveMetallica)",SBD,FLAC,
"6-13-2008 / Manchester, TN / Great Stage Park - Bonnaroo (LiveMetallica)",SBD,FLAC,
"7-16-2008 / Bergen, Norway / Koengen (LiveMetallica)",SBD,FLAC,
"7-18-2008 / St. Petersburg, Russia / SKK Arena (LiveMetallica)",SBD,FLAC,
"7-20-2008 / Riga, Latvia / Skonto stadions (LiveMetallica)",SBD,FLAC,
"7-22-2008 / Bologna, Italy / Arena Paro Nord (LiveMetallica)",SBD,FLAC,
"7-23-2008 / Bucharest, Romania / Cotroceni Football Stadium (LiveMetallica)",SBD,FLAC,
"7-25-2008 / Sofia, Bulgaria / Vasil Levski Stadium (LiveMetallica)",SBD,FLAC,
"7-27-2008 / Istanbul, Turkey / Ali Sami Yen Stadium (LiveMetallica)",SBD,FLAC,
"8-9-2008 / Dallas, TX / Pizz Hut Park - Ozzfest (LiveMetallica)",SBD,FLAC,
"8-14-2008 / Arras, France / Grand' Place (LiveMetallica)",SBD,FLAC,
"8-15-2008 / Hasselt, Belgium / Domein Kiewit - Pukkelpop 2008 (LiveMetallica)",SBD,FLAC,
"8-17-2008 / Jonschwil, Switzerland / Degenaupark (LiveMetallica)",SBD,FLAC,
"8-20-2008 / Dublin, Ireland / Marlay Park (LiveMetallica)",SBD,FLAC,
"8-22-2008 / Leeds, England / Bramham Park - Leeds Festival (LiveMetallica)",SBD,FLAC,
"8-24-2008 / Reading, England / Little John's Farm - Reading Festival (LiveMetallica)",SBD,FLAC,
"9-12-2004 / Berlin, Germany / 02 World (LiveMetallica)",SBD,FLAC,
"9-14-2008 / London, England / BBC Radio Theatre (LiveMetallica)",SBD,FLAC,
"9-15-2008 / London, England / 02 Arena (LiveMetallica)",SBD,FLAC,
"10-21-2008 / Glendale, AZ / Jobing.com Arena (LiveMetallica)",SBD,FLAC,
"10-23-2008 / Alburquerque, NM / Tingley Coliseum (LiveMetallica)",SBD,FLAC,
"10-25-2008 / Kansas City, MO / Sprint Center (LiveMetallica)",SBD,FLAC,
"10-26-2008 / Des Moines, IA / Wells Fargo Arena (LiveMetallica)",SBD,FLAC,
"11-1-2008 / Portland, OR / Rose Garden Arena (LiveMetallica)",SBD,FLAC,
"11-3-2008 / Salt Lake City, UT / EnergySolutions Arena (LiveMetallica)",SBD,FLAC,
"11-4-2008 / Denver, CO / Pepsi Center (LiveMetallica)",SBD,FLAC,
"11-6-2008 / Moline, IL / iWireless Center (LiveMetallica)",SBD,FLAC,
"11-8-2008 / Moline, IL / iWireless Center (LiveMetallica)",SBD,FLAC,
"11-9-2008 / Columbus, OH / Value City Arena at the Schottenstein Center (LiveMetallica)",SBD,FLAC,
"11-17-2008 / St. Louis, MO / Scottrade Center (LiveMetallica)",SBD,FLAC,
"11-18-2008 / Tulsa, OK / BOK Center (LiveMetallica)",SBD,FLAC,
"11-20-2008 / Houston, TX / Toyota Center (LiveMetallica)",SBD,FLAC,
"11-22-2008 / Little Rock, AR / Alltel Arena (LiveMetallica)",SBD,FLAC,
"11-23-2008 / New Orleans, LA / New Orleans Arena (LiveMetallica)",SBD,FLAC,
"12-1-2008 / Seattle, WA / Key Arena (LiveMetallica)",SBD,FLAC,
"12-2-2008 / Vancouver, BC / General Motors Place (LiveMetallica)",SBD,FLAC,
"12-4-2008 / Calgary, AB / Pengrowth Saddledome (1st night) (LiveMetallica)",SBD,FLAC,
"12-5-2008 / Calgary, AB / Pengrowth Saddledome (2nd night) (LiveMetallica)",SBD,FLAC,
"12-7-2008 / Edmonton, AB / Rexall Place (LiveMetallica)",SBD,FLAC,
"12-12-2008 / Ontario, Canada / Citizens Business Bank Arena (LiveMetallica)",SBD,FLAC,
"12-13-2008 / Fresno, CA / Save Mart Center (LiveMetallica)",SBD,FLAC,
"12-15-2008 / San Diego, CA / Cox Arena (LiveMetallica)",SBD,FLAC,
"12-17-2008 / Inglewood, CA / The Forum (1st night) (LiveMetallica)",SBD,FLAC,
"12-18-2008 / Inglewood, CA / The Forum (2nd night) (LiveMetallica)",SBD,FLAC,
"12-20-2008 / Oakland, CA / Oracle Arena (LiveMetallica)",SBD,FLAC,
,,,
,,,
"1-12-2009 / Milwaukee, WI / Bradley Center (LiveMetallica)",SBD,FLAC,
"1-13-2009 / Detroit, MI / Joe Louis Arena (LiveMetallica)",SBD,FLAC,
"1-15-2009 / Washington, D.C. / Verizon Center (LiveMetallica)",SBD,FLAC,
"1-17-2009 / Philadelphia, PA / Wachovia Center (LiveMetallica)",SBD,FLAC,
"1-18-2009 / Boston, MA / TD Banknorth Garden (LiveMetallica)",SBD,FLAC,
"1-26-2009 / Chicago, IL / Allstate Arena (1st night) (LiveMetallica)",SBD,FLAC,
"1-27-2009 / Chicago, IL / Allstate Arena (2nd night) (LiveMetallica)",SBD,FLAC,
"1-29-2009 / Uniondale, NY / Nassau Coliseum (LiveMetallica)",SBD,FLAC,
"1-31-2009 / Newark, NJ / Prudential Center (LiveMetallica)",SBD,FLAC,
"2-1-2009 / Newark, NJ / Prudential Center (LiveMetallica)",SBD,FLAC,
"2-25-2009 / Nottingham, England / Trent FM Arena (LiveMetallica)",SBD,FLAC,
"2-26-2009 / Manchester, England / Manchester Evening News Arena (LiveMetallica)",SBD,FLAC,
"2-28-2009 / Sheffield, England / Sheffield Arena (LiveMetallica)",SBD,FLAC,
"3-2-2009 / London, England / 02 Arena (LiveMetallica)",SBD,FLAC,
"3-3-2009 / Newcastle, England / Metro Radio Arena (LiveMetallica)",SBD,FLAC,
"3-5-2009 / Antwerp, Belgium / Sportspaleis (LiveMetallica)",SBD,FLAC,
"3-7-2009 / Stockholm, Sweden / Globen (LiveMetallica)",SBD,FLAC,
"3-20-2009 / Austin, TX / Stubb's Bar-B-Q - SXSW 2009 (LiveMetallica)",SBD,FLAC,
"3-25-2009 / Birmingham, England / LG Arena (LiveMetallica)",SBD,FLAC,
"3-28-2009 / London, England / 02 Arena (LiveMetallica)",SBD,FLAC,
"3-30-2009 / Rotterdam, Holland / Ahoy (LiveMetallica)",SBD,FLAC,
"4-1-2009 / Paris, France / Omnisports de Paris-Bercy (1st night) (LiveMetallica)",SBD,FLAC,
"4-2-2009 / Paris, France / Omnisports de Paris-Bercy (2nd night) (LiveMetallica)",SBD,FLAC,
"5-4-2009 / Stockholm, Sweden / Ericsson Globe (LiveMetallica)",SBD,FLAC,
"5-6-2009 / Munich, Germany / Olympiahalle (LiveMetallica)",SBD,FLAC,
"5-7-2009 / Leipzig, Germany / Arena Leipzig (LiveMetallica)",SBD,FLAC,
"5-9-2009 / Stuttgart, Germany / Hanns-Martin-Schleyer-Halle (LiveMetallica)",SBD,FLAC,
"5-11-2009 / Frankfurt, Germany / Festhalle (LiveMetallica)",SBD,FLAC,
"5-12-2009 / Hamburg, Germany / Color Line Arena (LiveMetallica)",SBD,FLAC,
"5-14-2009 / Vienna, Austria / Wiener Stadthalle-Halle D (LiveMetallica)",SBD,FLAC,
"5-16-2009 / Oberhausen, Germany / Konig-Pilsener Arena (LiveMetallica)",SBD,FLAC,
"5-17-2009 / Cologne, Germany / Lanxess Arena (LiveMetallica)",SBD,FLAC,
"6-4-2009 / Mexico City, Mexico  / Foro Sol (LiveMetallica)",SBD,FLAC,
"6-6-2009 / Mexico City, Mexico  / Foro Sol (LiveMetallica)",SBD,FLAC,
"6-7-2009 / Mexico City, Mexico  / Foro Sol (LiveMetallica)",SBD,FLAC,
"6-14-2009 / Helsinki, Finland / Hartwall (1st night) (LiveMetallica)",SBD,FLAC,
"6-15-2009 / Helsinki, Finland / Hartwall (2nd night) (LiveMetallica)",SBD,FLAC,
"6-17-2009 / Oslo, Norway / Spektrum (LiveMetallica)",SBD,FLAC,
"6-19-2009 / Nickelsdorf, Austria / Pannonia Fields II - Nova Rock (LiveMetallica)",SBD,FLAC,
"6-20-2009 / Nijmegen, Holland / Goffertpark - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-22-2009 / Milan, Itally / Mediolanum Forum di Assago (LiveMetallica)",SBD,FLAC,
"6-24-2009 / Rome, Italy / Palalottomatica (LiveMetallica)",SBD,FLAC,
"7-4-2009 / Hockenheim, Germany / Hockenheimring - Sonisphere Germany (LiveMetallica)",SBD,FLAC,
"7-5-2009 / Werchter, Belgium / Rock Werchter (LiveMetallica)",SBD,FLAC,
"7-7-2009 / Nimes, France / Arenes de Nimes - Festival de Nimes (LiveMetallica)",SBD,FLAC,
"7-9-2009 / Oeiras, Portugal / Passeio Mar?timo de Alg? - Optimus Alive! (LiveMetallica)",SBD,FLAC,
"7-11-2009 / Barcelona, Spain / Parc del Forum / Sonisphere Spain (LiveMetallica)",SBD,FLAC,
"7-13-2009 / Madrid, Spain / Palacio de Deportes de la Comunidad de Madrid (1st night) (LiveMetallica)",SBD,FLAC,
"7-14-2009 / Madrid, Spain / Palacio de Deportes de la Comunidad de Madrid (2nd night) (LiveMetallica)",SBD,FLAC,
"7-16-2009 / Zurich, Switzerland / Hallenstadion (LiveMetallica)",SBD,FLAC,
"7-18-2009 / Hultsfred, Sweden / Folkets Park - Sonisphere Sweden (LiveMetallica)",SBD,FLAC,
"7-20-2009 / Copenhagen, Denmark / Forum Kobenhavn (1st night) (LiveMetallica)",SBD,FLAC,
"7-22-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica)",SBD,FLAC,
"7-22-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica) (2009 Original Mix)",SBD,FLAC,
"7-22-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica) (2020 Mix)",SBD,FLAC HD,
"7-23-2009 / Copenhagen, Denmark / Forum Kobenhavn (3rd night) (LiveMetallica)",SBD,FLAC,
"7-25-2009 / Pori, Finland / Kirjurinluoto - Sonisphere Finland (LiveMetallica)",SBD,FLAC,
"7-27-2009 / Copenhagen, Denmark / Forum Kobenhavn (1st night) (LiveMetallica)",SBD,FLAC,
"7-28-2009 / Copenhagen, Denmark / Forum Kobenhavn (2nd night) (LiveMetallica)",SBD,FLAC,
"7-30-2009 / Oslo, Norway / Spektrum (LiveMetallica)",SBD,FLAC,
"8-1-2009 / Dublin, Ireland / Marlay Park (LiveMetallica)",SBD,FLAC,
"8-2-2009 / Stevenage, England / Knebworth House - Sonisphere UK (LiveMetallica)",SBD,FLAC,
"9-11-2009 / San Rafael, CA / Marin Veterans' Memorial Auditorium (LiveMetallica)",SBD,FLAC,
"9-14-2009 / Nashville, TN / Sommet Center (LiveMetallica)",SBD,FLAC,
"9-15-2009 / Cincinnati, OH / U.S. Bank Arena (LiveMetallica)",SBD,FLAC,
"9-17-2009 / Indianapolis, IN / Conseco Fieldhouse (LiveMetallica)",SBD,FLAC,
"9-19-2009 / Montreal, PQ / Centre Bell (1st night) (LiveMetallica)",SBD,FLAC,
"9-20-2009 / Montreal, PQ / Centre Bell (2nd night) (LiveMetallica)",SBD,FLAC,
"9-28-2009 / San Antonio, TX / AT&T Center (LiveMetallica)",SBD,FLAC,
"9-29-2009 / Dallas, TX / American Airlines Center (LiveMetallica)",SBD,FLAC,
"10-1-2009 / Sunrise, FL / BankAtlantic Center (LiveMetallica)",SBD,FLAC,
"10-3-2009 / Tampa, FL / St. Pete Times Forum (LiveMetallica)",SBD,FLAC,
"10-4-2009 / Atlanta, GA / Philips Arena (LiveMetallica)",SBD,FLAC,
"10-12-2009 / Winnipeg, Manitoba / MTS Centre (LiveMetallica)",SBD,FLAC,
"10-13-2009 / Minneapolis, MN / Target Center (LiveMetallica)",SBD,FLAC,
"10-15-2009 / Cleveland, OH / Quicken Loans Arena (LiveMetallica)",SBD,FLAC,
"10-17-2009 / Charlottesville, VA / John Paul Jones Arena (LiveMetallica)",SBD,FLAC,
"10-18-2009 / Charlotte, NC / Time Warner Cable Arena (LiveMetallica)",SBD,FLAC,
"10-26-2009 / Toronto, Canada / Air Canada Centre (1st night) (LiveMetallica)",SBD,FLAC,
"10-27-2009 / Toronto, Canada / Air Canada Centre (2nd night) (LiveMetallica)",SBD,FLAC,
"10-31-2009 / Quebec City, PQ / Colisee Pepsi (1st night) (LiveMetallica)",SBD,FLAC,
"11-1-2009 / Quebec City, PQ / Colisee Pepsi (2nd night) (LiveMetallica)",SBD,FLAC,
"11-3-2009 / Ottawa, Ontario / Scotiabank (LiveMetallica)",SBD,FLAC,
"11-9-2009 / Grand Rapids, MI / Van Andel Arena (LiveMetallica)",SBD,FLAC,
"11-10-2009 / Buffalo, NY / HSBC Arena (LiveMetallica)",SBD,FLAC,
"11-12-2009 / Albany, NY / Times Union Center (LiveMetallica)",SBD,FLAC,
"11-14-2009 / New York, NY / Madison Square Garden (1st night) (LiveMetallica)",SBD,FLAC,
"11-15-2009 / New York, NY / Madison Square Garden (2nd night) (LiveMetallica)",SBD,FLAC,
"12-5-2009 / Las Vegas, NV / Mandalay Bay Events Center (LiveMetallica)",SBD,FLAC,
"12-7-2009 / Boise, ID / Idaho Center Arena (LiveMetallica)",SBD,FLAC,
"12-8-2009 / Sacramento, CA / ARCO Arena (LiveMetallica)",SBD,FLAC,
"12-10-2009 / Anaheim, CA / Honda Center (LiveMetallica)",SBD,FLAC,
"12-12-2009 / San Jose, CA / HP Pavilion (LiveMetallica)",SBD,FLAC,
,,,
,,,
"1-19-2010 / Lima, Peru / Estadio San Marcos (LiveMetallica)",SBD,FLAC,
"1-21-2010 / Buenos Aires, Argentina / Estadio River Plate (1st night) (LiveMetallica)",SBD,FLAC,
"1-22-2010 / Buenos Aires, Argentina / Estadio River Plate (2nd night) (LiveMetallica)",SBD,FLAC,
"1-24-2010 / Cordoba, Chile / Orfeo Superdomo (LiveMetallica)",SBD,FLAC,
"1-26-2010 / Santiago, Chile / Club Hipico (LiveMetallica)",SBD,FLAC,
"1-28-2010 / Porto Alegre, Brazil / Parque Condor (LiveMetallica)",SBD,FLAC,
"1-30-2010 / Sao Paulo, Brazil / Estadio do Morumbi (1st night) (LiveMetallica)",SBD,FLAC,
"1-31-2010 / Sao Paulo, Brazil / Estadio do Morumbi (2nd night) (LiveMetallica)",SBD,FLAC,
"3-1-2010 / Guadalajara, Mexico / Estadio Tres de Marzo (LiveMetallica)",SBD,FLAC,
"3-3-2010 / Monterrey, Mexico / Estadio Universitario (LiveMetallica)",SBD,FLAC,
"3-5-2010 / Guatemala City, GTM / Estadio Mateo Flores (LiveMetallica)",SBD,FLAC,
"3-7-2010 / San Jose, Costa Rica / Estadio Ricardo Saprissa (LiveMetallica)",SBD,FLAC,
"3-8-2010 / Panama City, PAN / Figali Convention Center (LiveMetallica)",SBD,FLAC,
"3-10-2010 / Bogota, Colombia / Parque Simon Bolivar (LiveMetallica)",SBD,FLAC,
"3-12-2010 / Caracas, Venezuela / Estadio de Beisbol de la Rinconada (LiveMetallica)",SBD,FLAC,
"3-14-2010 / San Juan, PRI / Coliseo de Puerto Rico Jose? Miguel Agrelot (LiveMetallica)",SBD,FLAC,
"4-13-2010 / Oslo, Norway / Telenor Arena (LiveMetallica)",SBD,FLAC,
"4-14-2010 / Oslo, Norway / Telenor Arena (LiveMetallica)",SBD,FLAC,
"4-17-2010 / Riga, LVA / Riga Arena (LiveMetallica)",SBD,FLAC,
"4-18-2010 / Tallinn, EST / Saku Suurhall (LiveMetallica)",SBD,FLAC,
"4-20-2010 / Vilnius, LIT / Siemens Arena (LiveMetallica)",SBD,FLAC,
"4-21-2010 / Vilnius, LIT / Siemens Arena (LiveMetallica)",SBD,FLAC,
"4-24-2010 / Moscow, Russia / Olympijskiy Stadium (1st night) (LiveMetallica)",SBD,FLAC,
"4-25-2010 / Moscow, Russia / Olympijskiy Stadium (2nd night) (LiveMetallica)",SBD,FLAC,
"5-11-2010 / Belfast, IRE / Odyssey Arena (LiveMetallica)",SBD,FLAC,
"5-12-2010 / Belfast, IRE / Odyssey Arena (LiveMetallica)",SBD,FLAC,
"5-14-2010 / Budapest, Hungary / Puskas Ferenc Stadion (LiveMetallica)",SBD,FLAC,
"5-16-2010 / Zagreb, HRV / Zagreb Hippodrome (LiveMetallica)",SBD,FLAC,
"5-18-2010 / Lisbon, PRT - Pavilha?o Atla?ntico (LiveMetallica)",SBD,FLAC,
"5-19-2010 / Lisbon, PRT - Pavilha?o Atla?ntico (LiveMetallica)",SBD,FLAC,
"5-22-2010 / Tel Aviv, ISR - Ramat Gan Stadium (LiveMetallica)",SBD,FLAC,
"5-23-2010 / Lyon, France / Halle Tony Garnier (LiveMetallica)",SBD,FLAC,
"6-14-2010 / Arganda del Rey, Spain / Ciudad del Rock - Rock in Rio (LiveMetallica)",SBD,FLAC,
"6-16-2010 / Warsaw, POL / Bemowo Airport - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-18-2010 / Jonschwil, CHE / Degenaupark - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-19-2010 / Prague, CZE / Milovice Airfield - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-22-2010 / Sofia, BUL / Vasil Levski Stadium - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-24-2010 / Athens, GRC / Terra Vibe Park - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-26-2010 / Bucharest, ROM / Romexpo - Sonisphere (LiveMetallica)",SBD,FLAC,
"6-27-2010 / Istanbul, TUR / BJK Inonu Stadium, Sonisphere (LiveMetallica)",SBD,FLAC,
"9-15-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,
"9-16-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,
"9-18-2010 / Sydney, AUS / Acer Arena (LiveMetallica)",SBD,FLAC,
"9-21-2010 / Christchurch, NZL / CBS Canterbury Arena (LiveMetallica)",SBD,FLAC,
"9-22-2010 / Christchurch, NZL / CBS Canterbury Arena (LiveMetallica)",SBD,FLAC,
"9-25-2010 / Tokyo, JPN / Saitama Super Arena (LiveMetallica)",SBD,FLAC,
"9-26-2010 / Tokyo, JPN / Saitama Super Arena (LiveMetallica)",SBD,FLAC,
"10-13-2010 / Auckland, NZL / Vector Arena (LiveMetallica)",SBD,FLAC,
"10-14-2010 / Auckland, NZL / Vector Arena (LiveMetallica)",SBD,FLAC,
"10-16-2010 / Brisbane, AUS / Brisbane Entertainment Centre (LiveMetallica)",SBD,FLAC,
"10-18-2010 / Brisbane, AUS / Brisbane Entertainment Centre (LiveMetallica)",SBD,FLAC,
"10-19-2010 / Brisbane, AUS / Brisbane Entertainment Centre (LiveMetallica)",SBD,FLAC,
"10-22-2010 / Perth, AUS / Burswood Dome (LiveMetallica)",SBD,FLAC,
"10-23-2010 / Perth, Australia / Burswood Dome (LiveMetallica)",SBD,FLAC,
"11-10-2010 / Sydney, AUS / Acer Arena (LiveMetallica)",SBD,FLAC,
"11-11-2010 / Sydney, AUS / Acer Arena (LiveMetallica)",SBD,FLAC,
"11-13-2010 / Sydney, Australia / Acer Arena (LiveMetallica)",SBD,FLAC,
"11-15-2010 / Adelaide, AUS / Adelaide Entertainment Centre (LiveMetallica)",SBD,FLAC,
"11-16-2010 / Adelaide, AUS / Adelaide Entertainment Centre (LiveMetallica)",SBD,FLAC,
"11-18-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,
"11-20-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,
"11-21-2010 / Melbourne, AUS / Rod Laver Arena (LiveMetallica)",SBD,FLAC,
,,,
,,,
"4-23-2011 / Indio, CA / Empire Polo Club (LiveMetallica)",SBD,FLAC,
"7-2-2011 / Gelsenkirchen, GER / Veltins Arena (LiveMetallica)",SBD,FLAC,
"7-3-2011 / Gothenburg, Sweden / Ullevi Stadium - Big 4 Festival (LiveMetallica)",SBD,FLAC,
"7-6-2011 / Milan, ITA / Fiera Open Air Arena (LiveMetallica)",SBD,FLAC,
"7-8-2011 / Knebworth, UK / Knebworth House, Sonisphere (LiveMetallica)",SBD,FLAC,
"7-9-2011 / Amneville, FRA / Snowhall Parc, Sonisphere (LiveMetallica)",SBD,FLAC,
"7-14-2011 / Halifax, NS / Halifax Citadel Garrison Grounds - Rock the Hill (LiveMetallica)",SBD,FLAC,
"7-16-2011 / Quebec City, QC / Plains of Abraham, Festival d'ete de Quebec (LiveMetallica)",SBD,FLAC,
"8-31-2011 / San Francisco, CA / Moscone Center (LiveMetallica)",SBD,FLAC,
"9-14-2011 / New York, NY / Yankee Stadium (LiveMetallica)",SBD,FLAC,
"9-25-2011 / Rio De Janeiro, BRA / Cidade do Rock, Rock in Rio (LiveMetallica)",SBD,FLAC,
"10-25-2011 / Abu Dhabi, ARE / Yas Arena (LiveMetallica)",SBD,FLAC,
"10-30-2011 / Bangalodore, IND / Main Palace (LiveMetallica)",SBD,FLAC,
"12-5-2011 / San Francisco, CA / The Fillmore (1st night) (LiveMetallica)",SBD,FLAC,
"12-7-2011 / San Francisco, CA / The Fillmore (2nd night) (LiveMetallica)",SBD,FLAC,
"12-9-2011 / San Francisco, CA / The Fillmore (3rd night) (LiveMetallica)",SBD,FLAC,
"12-10-2011 / San Francisco, CA / The Fillmore (4th night) (LiveMetallica)",SBD,FLAC,
,,,
,,,
"5-7-2012 / Prague, CZE / Synot Tip Are?na (LiveMetallica)",SBD,FLAC,
"5-8-2012 / Belgrade, SRB / USCE Park (LiveMetallica)",SBD,FLAC,
"5-10-2012 / Warsaw, Poland / Bemowo Airport (LiveMetallica)",SBD,FLAC,
"5-12-2012 / Paris, France / Stade de France (LiveMetallica)",SBD,FLAC,
"5-13-2012 / Udine, Italy / Stadio Friule (LiveMetallica)",SBD,FLAC,
"5-23-2012 / Oslo, NO / Vallehovin (LiveMetallica)",SBD,FLAC,
"5-25-2012 / Lisbon, Portugal / Rock in Rio (LiveMetallica)",SBD,FLAC,
"5-26-2012 / Madrid, Spain / Getafe Open Air (LiveMetallica)",SBD,FLAC,
"5-28-2012 / Werchter, Belgium / Festivalpark (LiveMetallica)",SBD,FLAC,
"5-30-2012 / Yverdon-les-Bains, Switzerland / Rives du Lac (LiveMetallica)",SBD,FLAC,
"6-1-2012 / Nurnberg, DEU / Rock im Park (LiveMetallica)",SBD,FLAC,
"6-2-2012 / Nurbergring, DEU / Rock am Ring (LiveMetallica)",SBD,FLAC,
"6-4-2012 / Helsinki, Finland /- Kalatasama (LiveMetallica)",SBD,FLAC,
"6-6-2012 / Horsens, DNK / State Prison Open Air (LiveMetallica)",SBD,FLAC,
"6-9-2012 / Donington, England / Download Festival (LiveMetallica)",SBD,FLAC,
"6-10-2012 / Nickelsdorf, Austria / Nova Rock (LiveMetallica)",SBD,FLAC,
"6-10-2012 / Nickelsdorf, Austria / Nova Rock (LiveMetallica) (2020 Mix)",SBD,FLAC HD,
"6-23-2012 / Atlantic City, NJ / Orion Music + More 2012 (LiveMetallica)",SBD,FLAC,
"6-24-2012 / Atlantic City, NJ / Orion Music + More 2012 (LiveMetallica)",SBD,FLAC,
"7-28-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"7-30-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-1-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-2-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-4-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-6-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-7-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-9-2012 / Mexico CIty, MX / Sports Palace (LiveMetallica)",SBD,FLAC,
"8-11-2012 / San Francisco, CA / Golden Gate Park (LiveMetallica)",SBD,FLAC,
"8-17-2012 / Edmonton, AB / Rexall Place (LiveMetallica)",SBD,FLAC,
"8-18-2012 / Edmonton, AB / Rexall Place (LiveMetallica)",SBD,FLAC,
"8-24-2012 / Vancouver, BC / Rogers Arena (LiveMetallica)",SBD,FLAC,
"8-25-2012 / Vancouver, BC / Rogers Arena (LiveMetallica)",SBD,FLAC,
"10-27-2012 / New Orleans, LA / Voodoo Music & Arts Experience (LiveMetallica)",SBD,FLAC,
,,,
,,,
"2-23-2013 / Brisbane, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,
"2-24-2013 / Sydney, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,
"3-1-2013 / Melbourne, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,
"3-2-2013 / Adelaide, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,
"3-4-2013 / Perth, AUS / Soundwave Festival (LiveMetallica)",SBD,FLAC HD,
"4-19-2013 / Abu Dhabi, UAE / Du Arena at Yas Island (LiveMetallica)",SBD,FLAC HD,
"4-24-2013 / Cape Town, RSA / Bellville Velodrome (LiveMetallica)",SBD,FLAC HD,
"4-25-2013 / Cape Town, RSA / Bellville Velodrome (LiveMetallica)",SBD,FLAC HD,
"4-27-2013 / Johannesburg, RSA / FNB Stadium (LiveMetallica)",SBD,FLAC HD,
"6-8-2013 / Detroit, MI / Belle Isle (LiveMetallica)",SBD ,FLAC HD,
"6-9-2013 / Detroit, MI / Belle Isle (LiveMetallica)",SBD ,FLAC HD,
"7-6-2013 / Roskilde, DNK / Roskilde Festival (LiveMetallica)",SBD ,FLAC HD,
"7-19-2013 / San Diego, CA / Spreckels (LiveMetallica)",SBD ,FLAC HD,
"8-10-2013 / Tokyo, Japan / QVC Marine Field (LiveMetallica)",SBD ,FLAC HD,
"8-11-2013 / Osaka, Japan / Maishima Summer Sonic Osaka Site (LiveMetallica)",SBD,FLAC HD,
"8-13-2013 / Shanghai, CHN / Mercedes-Benz Arena (LiveMetallica)",SBD,FLAC HD,
"8-14-2013 / Shanghai, China / Mercedes-Benz Arena (LiveMetallica)",SBD,FLAC HD,
