Metallica,Versions,File Type,
"8-6-2023 / East Rutherford, NJ / Metlife Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-11-2023 / Montre?al, QC, Canada / Stade Olympique (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-11-2023 / Montreal, CAN / Olympic Stadium (CA-14s) (colinw)",AUD,FLAC 24,
"8-13-2023 / Montre?al, QC, Canada / Stade Olympique (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-18-2023 / Arlington, TX / AT&T Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-20-2023 / Arlington, TX / AT&T Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-25-2023 / Los Angeles, CA / So-Fi Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-27-2023 / Los Angeles, CA / So-Fi Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-1-2023 / Phoenix, AZ / State Farm Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-9-2023 / Phoenix, AZ / State Farm Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"10-8-2023 / Indio, CA / Empire Polo Club (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-3-2023 / St. Louis, MO / Dome at America's Centre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-5-2023 / St. Louis, MO / Dome at America's Centre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-10-2023 / Detroit, MI / Ford Field (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"11-12-2023 / Detroit, MI / Ford Field (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"12-14-2023 / Riyadh, SA / Soundstorm Festival (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
,,,
[2024],,,
"5-24-2024 / Munich, Germany / Olympiastadion (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"5-26-2024 / Munich, Germany / Olympiastadion (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-29-2024 / Milan, Italy / I-Days Festival (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-1-2024 / Vienna, Austria / Racino Rocks (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-7-2024 / Helsinki, Finland / Helsinki Olympic Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-9-2024 / Helsinki, Finland / Helsinki Olympic Stadium  (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-14-2024 / Copenhagen, Denmark / Parken Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-16-2024 / Copenhagen, Denmark / Parken Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-26-2024 / Oslo, Norway / Tons of Rock (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-29-2024 / Clisson, France / Hellfest (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-5-2024 / Warsaw, Poland / PGE Narodowy (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-7-2024 / Warsaw, Poland / PGE Narodowy (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"7-12-2024 / Madrid, Spain / Estadio Ci?vitas Metropolitano (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"7-14-2024 / Madrid, Spain / Estadio Ci?vitas Metropolitano (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-2-2024 / Foxborough, MA / Gillette Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-4-2024 / Foxborough, MA / Gillette Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-9-2024 / Chicago, IL / Soldier Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-11-2024 / Chicago, IL / Soldier Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-16-2024 / Minneapolis, MN / U.S. Bank Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-18-2024 / Minneapolis, MN / U.S. Bank Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-23-2024 / Alberta, Canada / Commonwealth Stadium Edmonton (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-25-2024 / Alberta, Canada / Commonwealth Stadium Edmonton (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"8-30-2024 / Seattle, WA / Lumen Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-1-2024 / Seattle, WA / Lumen Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-20-2024 / Mexico City, Mexico / Estadio GNP Seguros (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-22-2024 / Mexico City, Mexico / Estadio GNP Seguros (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-27-2024 / Mexico City, Mexico / Estadio GNP Seguros (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"9-29-2024 / Mexico City, Mexico / Estadio GNP Seguros (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-13-2024 / Los Angeles, CA / YouTube Theater (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
[2025],,,
"4-19-2025 / Syracuse, NY / JMA Wireless Dome (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"4-24-2025 / Toronto, Ontario / Rogers Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"4-26-2025 / Toronto, Ontario / Rogers Center (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-1-2025 / Nashville, TN / Nissan Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-3-2025 / Nashville, TN / Nissan Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-7-2025 / Blacksburg, VA / Lane Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-9-2025 / Columbus, OH / Sonic Temple - Historic Crew Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-11-2025 / Columbus, OH / Sonic Temple - Historic Crew Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-11-2025 / Columbus, OH / Sonic Temple - Historic Crew Stadium (Schoeps MK41) (jesse mc)",AUD,FLAC 24,
"5-23-2025 / Philadelphia, PA / Lincoln Financial Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-23-2025 / Philadelphia, PA / Lincoln Financial Field (Edirol R-09) (tikimaize)",AUD,FLAC 24,
"5-25-2025 / Philadelphia, PA / Lincoln Financial Field (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"5-28-2025 / Landover, MD / Northwest Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"5-31-2025 / Charlotte, NC / Bank of America Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-3-2025 / Atlanta, GA / Mercedes-Benz Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"6-6-2025 / Tampa Bay, FL / Raymond James Stadium (Live Metallica)",SBD,FLAC HD,Official Bootleg
"6-8-2025 / Tampa Bay, FL / Raymond James Stadium (Live Metallica)",SBD,FLAC HD,Official Bootleg
"6-14-2025 / Houston, TX / NRG Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-20-2025 / Santa Clara, CA / Levi?s Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-22-2025 / Santa Clara, CA / Levi?s Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-27-2025 / Denver, CO / Empower Field at Mile High (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"6-29-2025 / Denver, CO / Empower Field at Mile High (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"8-28-2025 / Amagansett, NY / The Stephen Talkhouse (SiriusXM)",WEB,FLAC,
"10-15-2025 / San Francisco, CA / Dreamfest The Concert for Kids at Chase Center (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"11-1-2025 / Perth, AUS / Optus Stadium (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"11-5-2025 / Adelaide, AUS / Adelaide Oval (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
11-12-2025 / Brisbane Australia / Suncorp Stadium (Tascam DR-05) (abiathar),AUD,FLAC 24,
"11-15-2025 / Sydney, Australia / Accor Stadium (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-19-2025 / Auckland, New Zealand / Eden Park (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"11-30-2025 / Doha, Qatar / Qatar Grand Prix at Lusail International Circuit (LiveMetallica) ",SBD,FLAC HD,Official Bootleg
"12-3-2025 / Manama, Bahrain / Beyon Al Dana Amphitheatre (LiveMetallica)",SBD,FLAC HD,Official Bootleg
"12-6-2025 / Abu Dhabi, United Arab Emirates / Abu Dhabi F1 Grand Prix Yas Island (LiveMetallica)",SBD,FLAC HD,Official Bootleg
,,,
,,,
[MISC],,,
Sucking My Love (Studio Demos & Soundboard Recordings),,FLAC,
1981-1982 - The Real No Life Til Leather,Silver CD,FLAC,
1982-1983 - In For the Kill 199x (IMP007),Silver CD,FLAC,
1982-1983 - Obsession (Judah),Silver CD,FLAC,
1983-1984 - Tales from the Cliff - Kill 'Em All & Ride the Lightning Demos,Silver CD,FLAC,
1982 Riff Tape from Ron McGovney,,FLAC,
1982 Jam Tape,,FLAC,
"1982-XX-XX - Las Angeles, CA / *One Last Visit",Silver CD,FLAC,
Metallica - April 1982 - Power Metal Demo,,,
Metallica - 1982 - No Life 'Til Power (SET 1014),Silver CD,FLAC,
Metallica - 1982-83 - Studio Outtakes - Fight Fire With Fire (MUS 10),Silver CD,FLAC,
Bay Area Trashers,Silver CD,FLAC,
1987-1988 - Rough Justice - ...And Justice For All (Demos),Silver CD,FLAC,
Damaged Justice '88-'89 (2CD),,FLAC,
Ride the Lightning Demo (1984),Vinyl,FLAC,
Metallica - Master Of Puppets Demos (1985-07-14),,FLAC,
Metallica - Load Boxset - On the Air TV Appearances (From Load Boxset),,FLAC 24,
Metallica - Studio Shit - November 1995,,FLAC 24,
Early Demos,Silver CD,FLAC,
For Fans Only 1992-1996,,FLAC,
Garage Days Part II (1996),Silver CD,FLAC,
Horsemen Of The Apokalypse (1982-83),Silver CD,FLAC,
Tested and Covered,Silver CD,FLAC,
The Complete Demo Collection (1982-1988) -2CD,Silver CD,FLAC,
Fan Can (1-5),,FLAC,
Thirteen Year Stretch (1984-1997),,FLAC,
Fan Can 6 - Copenhagen (DVD),,MKV,
Metallica - The Broadcast Archive,,FLAC,
Metallica - Middle Shit (1994),Silver CD,FLAC,
Metallica - Death Magnetic - Moderus III.2,,FLAC,
Metallica - Acoustic Metal (CDX 1596416) ,Silver CD,FLAC,
Metallica - The Unforgiven II,,FLAC,
Metallica - Live In Chile (1993 ? 2017) Master Upgrade (Hi-res),SBD,FLAC HD,
Metallica - Live In Brazil (1993 ? 2017) MQA (Hi-Res),SBD,FLAC HD,
Metallica - Live In Argentina (1993 ? 2017),SBD,FLAC,
Metallica - www.metjitf.com Exclusive - Enter Sandman (2021 Remastered CD Single),,FLAC,
Metallica - www.metjitf.com Exclusive - Enter Sandman (2021 Remastered Pockit-CD) ,,FLAC,
,,,
,,,
[SILVERS],,,
Metallica - Abso-fucking-lutely Live! {ME 003-4} (1993),Silver CD,FLAC,
Metallica - After The Sandman Is Gone {POET 9216} (1992),Silver CD,FLAC,
Metallica - All Hell Breaks Loose {CM 009-10} (1993) ,Silver CD,FLAC,
Metallica - All Things Must Come To An End (1992) (MM 90041),Silver CD,FLAC,
Metallica - Angels From Hell {WI-80336} (1990),Silver CD,FLAC,
Metallica - At Den Bosch Brabanthallen 7-12-92 Vol. 1 (CRC mismatch) (1993) (SR 012),Silver CD,FLAC,
Metallica - At Den Bosch Brabanthallen 7-12-92 Vol. 2 (CRC mismatch) (1993) (SR 013),Silver CD,FLAC,
Metallica - At Den Bosch Brabanthallen 7-12-92 Vol. 3 (1993) (SR 014),Silver CD,FLAC,
Metallica - Bay Area Thrashers {CRANCH 1} (1998),Silver CD,FLAC,
Metallica - Birmingham Bondage Part Two (CRC mismatch) (1993) (BHAM 002),Silver CD,FLAC,
Metallica - Blood Truckers {BGS 041} (1995),Silver CD,FLAC,
Metallica - Calling All Destroyers (1991) (IC 001),Silver CD,FLAC,
Metallica - Caught In The Act (1990) (TCC 018),Silver CD,FLAC,
Metallica - Creeping Death (1991) (HM 002),Silver CD,FLAC,
Metallica - Damaged Justice (M5131 M5132),Silver CD,FLAC,
Metallica - Damaged Justice Japan Tour 1989 (2020) (ZODIAC 374),Silver CD,FLAC,
Metallica - Demolition (1992) (POET 9208),Silver CD,FLAC,
Metallica - Detroit Bad Boys (1992) (MIK 022-023) ,Silver CD,FLAC,
Metallica - Don't Treat On Us (1992) (MIK 017),Silver CD,FLAC,
Metallica - Enter Mainhattan (1993) (MORBY 092),Silver CD,FLAC,
Metallica - Enter Sandman (Vol.1) (1993) (BAN-032-A),Silver CD,FLAC,
Metallica - Enter Sandman (Vol.2) (1993) (BAN-032-B),Silver CD,FLAC,
Metallica - Enter The Monsters (1991) (MMM001),Silver CD,FLAC,
Metallica - Fanatic Battery (Meta 2001-2),Silver CD,FLAC,
Metallica - Four Horsemen In Brooklyn (1993) (MMR 9207 CD),Silver CD,FLAC,
Metallica - Garage Sessions Vol. 2 (KRHM 14) ,Silver CD,FLAC,
Metallica - In The Flesh (1992) (CD-EYE-13),Silver CD,FLAC,
Metallica - Infernal Gods (1993) (BGS 008-2),Silver CD,FLAC,
Metallica - L.A. For a Fuckin' Beer (1992) (NG-100192),Silver CD,FLAC,
Metallica - Live At Great Western Forum (1997) (METUS1CD) (METUS2CD),Silver CD,FLAC,
Metallica - Live At The Stadium (1994) (P 910084-85),Silver CD,FLAC,
Metallica - Live Before Death Vol. One (1990) (GSCD 1017),Silver CD,FLAC,
Metallica - Live In Concert (1992) (TS-CD 001),Silver CD,FLAC,
Metallica - Live Long Island 20.12.91 (1992) (Ackon 9201),Silver CD,FLAC,
Metallica - Live USA (2 Disc) (1993) (Imtrat - 920.026),Silver CD,FLAC,
Metallica - Live USA (1990) (imt 900.034),Silver CD,FLAC,
Metallica - Live Vol.2 (1993) (JOK-010-B),Silver CD,FLAC,
Metallica - Metal Masters (1992) (BC-200),Silver CD,FLAC,
Metallica - Metalian Winter 1988-89 (1992) (POET 9206),Silver CD,FLAC,
Metallica - Motorcity Madness (1992) (MIK 042-043),Silver CD,FLAC,
Metallica - New Skulls For The Old Ceremony (The Cover Versions) (1993),Silver CD,FLAC,
Metallica - No Limits No Laws (1994) (KTS 306),Silver CD,FLAC,
Metallica - Nuremberg Trials (1992) (BC-35),Silver CD,FLAC,
Metallica - Riffs (1994) (PPL 520),Silver CD,FLAC,
Metallica - Roaming In Sweden 921212 (1993) (CMR 001-002),Silver CD,FLAC,
Metallica - Rough Justice (1993) (BM1),Silver CD,FLAC,
Metallica - Sanatorium (1991) (RR 001),Silver CD,FLAC,
Metallica - Stone Cold Crazy (1992) (MK 001-002),Silver CD,FLAC,
Metallica - Storm At Walhalla (1991) (FWD 2000),Silver CD,FLAC,
Metallica - Texas 1989 (1992) (PSCD 1172),Silver CD,FLAC,
Metallica - The Early Days (1997) (OTR 1100060),Silver CD,FLAC,
Metallica - The Four Sandmen (1991) (MIK 004),Silver CD,FLAC,
Metallica - The Metal Masters (1991) (Flash 12.91.0165),Silver CD,FLAC,
Metallica - The Metal Masters (Repress) (1991) (Flash 12.91.0165),Silver CD,FLAC,
Metallica - Totally Destroy Canada (1992) (KTS 077-078),Silver CD,FLAC,
Metallica - World Tour '93 (1993) (OHM 29),Silver CD,FLAC,
,,,
,,,
[OFFICIAL RELEASES],,,
Metallica - Quebec Magnetic - DVD,,MKV,
Metallica - Through the Never (2013),,MKV,
Metallica - Some Kind of Monster (2004) ,,MKV,
Masters of Metal (DVD),,MKV,
Metallica S&M - 1999,,MKV,
Metallica - Kill 'Em All (1983) (Remastered) (2020) (24/96),,FLAC HD,
Metallica - Ride the Lightning (Remastered) (1984) (2020) (24/96),,FLAC HD,
Metallica - Master Of Puppets (1986) (2016) (24/96),,FLAC HD,
Metallica - The 598 EP - Garage Days Re-Revisited (Remastered) (1987) (24/96) ,,FLAC HD,
Metallica - Black Album (1991) (2020) (24/48),,FLAC HD,
Metallica - Metallica (HDTracks 24-96) (1991),,FLAC HD,
Metallica - Live Shit - Binge & Purge (24/96) (1993),,FLAC HD,
Metallica - Load (1994) (2020) (24/96),,FLAC HD,
Metallica - Reload (1997) (2020) (24/96),,FLAC HD,
Metallica - Garage Inc (1998) (24/96),,FLAC HD,
"Metallica - S&M (2016, Blackened, Reissue) (24/96) (1999)",,FLAC HD,
Metallica - St. Anger (2003) (2020) (24/88.2),,FLAC HD,
Metallica - Some Kind Of Monster (2004) (24/44.1),,FLAC HD,
Metallica - Death Magnetic (2008) (2020) (24/96),,FLAC HD,
Metallica - Beyond Magnetic (2011) (24/44.1),,FLAC HD,
Metallica - Through The Never (Music From The Motion Picture) (2013) (24/44.1),,FLAC HD,
Metallica - Lords Of Summer (2014) (24/48),,FLAC HD,
Metallica - Hardwired...To Self-Destruct (2016) (2020) (24/44.1) ,,FLAC HD,
Metallica - S&M2 (2020) (24/48),,FLAC HD,
,,,
,,,
[OFFICIAL BOOTLEGS],,,
,,,
Live Metallica Vault,,,
"10-18-1982 / San Francisco, CA / Old Waldorf  (Live Metallica Vault)",SBD,FLAC,
"12-18-1983 / Cleveland, OH / Agora (Live Metallica Vault)",SBD,FLAC,
"11-22-1984 / Toulouse, France / Le Riff (Live Metallica Vault)",SBD,FLAC,
"12-20-1984 / London, England / Lyceum Theatre (Live Metallica Vault)",SBD,FLAC HD,
"3-15-1985 / San Francisco, CA / Kabuki Theatre (Live Metallica Vault)",SBD,FLAC HD,
"8-17-1985 / Donington, UK / Donington Park (Live Metallica Vault)",SBD,FLAC HD,
"5-23-1986 / Tulsa, OK / Cain's Ballroom (Live Metallica Vault)",SBD,FLAC HD,
"7-29-1986 / Chattanooga, TN / UTC Arena (Live Metallica Vault)",SBD,FLAC,
"8-1-1986 / Charleston, WV / Civic Center (Live Metallica Vault)",SBD,FLAC,
"9-21-1986 / London, England / Hammersmith Odeon (Live Metallica Vault)",SBD,FLAC,
"11-28-1986 / Poughkeepsie, NY / Mid-Hudson Civic Center (LiveMetallica) ",SBD,FLAC HD,
"2-13-1987 / Gothenburg, Sweden / Frolundaborg (Live Metallica Vault)",SBD,FLAC,
"11-22-1988 / Milwaukee, WI / MECCA Arena (Live Metallica Vault)",SBD,FLAC HD,
"2-3-1989 / Austin, TX / Frank Erwin Center (Live Metallica Vault)",SBD,FLAC,
"9-23-1989 / Irvine, CA / Irvine Meadows (Live Metallica Vault)",SBD,FLAC HD,
"9-11-1991 / Graz, Austria / Liebenau (Live Metallica Vault)",SBD,FLAC HD,
"11-1-1991 / Muskegon, MI / L.C. Walker Arena (Live Metallica Vault)",SBD,FLAC HD,
"11-3-1991 / Auburn Hills, MI / Palace of Auburn Hills (Live Metallica Vault)",SBD,FLAC,
"12-1-1991 / Cleveland, OH /Richfield Coliseum (Live Metallica Vault)",SBD,FLAC HD,
"2-13-1992 / Los Angeles, CA / The Great Western Forum (Live Metallica Vault)",SBD,FLAC HD,
"7-17-1992 / Washington, D.C / RFK Stadium (Live Metallica Vault)",SBD,FLAC HD,
"9-27-1992 / Los Angeles, CA / L.A. Memorial Coliseum (Live Metallica Vault)",SBD,FLAC,
"10-3-1992 / Pasadena, CA / Rose Bowl (Live Metallica Vault) ",SBD,FLAC HD,
"12-1-1992 / Stuttgart, Germany / Hanns Martin Schleyer Halle (Live Metallica Vault) ",SBD,FLAC HD,
"12-7-1992 / Den Bosch, Netherlands / Brabanthallen (Live Metallica Vault)",SBD,FLAC,
"2-13-1993 / Montreal, QC / Forum de Montreal (Live Metallica Vault)",SBD,FLAC HD,
"4-11-1993 / Jakarta, Indonesia / Lebak Bulus Stadium (Live Metallica Vault) ",SBD,FLAC HD,
"5-2-1993 / Sao Paulo, BR / Estadio Palestra Italia (Live Metallica Vault)",SBD,FLAC HD,
"6-20-1993 / Basel, Switzerland / St. Jakob Stadium (Live Metallica Vault)",SBD,FLAC,
"6-30-1993 / Tel Aviv, IS / Park Hayarkon (Live Metallica Vault)",SBD,FLAC HD,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds (Live Metallica Vault)",SBD,FLAC,
"7-1-1994 / Milwaukee, WI / Marcus Amphitheater (Live Metallica Vault)",SBD,FLAC,
"7-22-1994 / Mountain View, CA / Shoreline Amphitheater (Live Metallica Vault)",SBD,FLAC HD,
"8-23-1995 / London, UK / London Astoria II (Live Metallica Vault)",SBD,FLAC,
"9-9-1996 / Prague, CZ / Sportovni Hala (Live Metallica Vault)",SBD,FLAC,
"10-6-1996 / Birmingham, UK / BEC (Live Metallica Vault)",SBD,FLAC,
"11-21-1996 / Gothenburg, Sweden / Scandinavium (Live Metallica Vault)",SBD,FLAC,
"1-2-1997 / Salt Lake City, UT / Delta Center (Live Metallica Vault)",SBD,FLAC HD,
"11-16-1997 / Copenhagen, Denmark / Den Gral Hal (Live Metallica Vault)",SBD,FLAC,
"4-17-1998 / Wellington, NZ / Queens Wharf Event Centre (Live Metallica Vault)",SBD,FLAC HD,
"4-30-1999 / Ciudad De Me?xico, Mexico / Foro Sol (Live Metallica Vault)",SBD,FLAC,
"5-2-1999 / Bogota, COL / Parque Simon Bolivar (Live Metallica Vault)",SBD,FLAC HD,
"5-21-1999 / Nu?rnberg, Germany / Frankenstadion (Live Metallica Vault)",SBD,FLAC,
"6-13-1999 / Istanbul, Turkey / Ali Sami Yen Stadium (Live Metallica Vault)",SBD,FLAC,
"6-25-1999 / St. Gasllen, Switzerland / Open Air (Live Metallica Vault)",SBD,FLAC,
"12-29-1999 / St. Petersburg, FL / Tropicana Field (LiveMetallica)",SBD,FLAC HD,
"1-1-2000 / Cleveland, OH / Gund Arena (Live Metallica Vault)",SBD,FLAC,
"8-2-2000 / Dallas, TX / Smirnoff Music Centre (Live Metallica Vault)",SBD,FLAC,
"8-3-2000 / Dallas, TX / Starplex Amphitheater (Live Metallica Vault)",SBD,FLAC HD,
"6-22-2003 / Madrid, Spain / Estadio La Peineta (Live Metallica Vault)",SBD,FLAC,
"7-6-2003 / Foxborough, MA / Gilette Stadium  (Live Metallica Vault)",SBD,FLAC,
"7-13-2003 / Orlando, FL / Citrus Bowl (Live Metallica Vault)",SBD,FLAC,
"8-6-2003 / West Valley City, UT / Usana Amphitheatre (Live Metallica Vault)",SBD,FLAC,
,,,
,,,
"3-2-2004 / Phoenix, AZ / America West Arena (LiveMetallica)",SBD,FLAC,
"3-3-2004 / Tucson, AZ / Tucson Convention Center (LiveMetallica)",SBD,FLAC,
"3-5-2004 / Los Angeles, CA / The Forum (1st night) (LiveMetallica)",SBD,FLAC,
"3-6-2004 / Los Angeles, CA / The Forum (2nd night) (LiveMetallica)",SBD,FLAC,
"3-8-2004 / San Francisco, CA / Cow Palace (LiveMetallica)",SBD,FLAC,
"3-10-2004 / Sacramento, CA / ARCO Arena (LiveMetallica)",SBD,FLAC,
"3-11-2004 / Reno, NV / Lawlor Events Center (LiveMetallica)",SBD,FLAC,
"3-13-2004 / Las Vegas, NV / Thomas & Mack Center (LiveMetallica)",SBD,FLAC,
"3-14-2004 / Fresno, CA / Save Mart Center (LiveMetallica)",SBD,FLAC,
"3-18-2004 / Portland, OR / Rose Garden Arena (LiveMetallica)",SBD,FLAC,
"3-20-2004 / Boise, ID / BSU Pavilion (LiveMetallica)",SBD,FLAC,
"3-21-2004 / Spokane, WA / Spokane Arena (LiveMetallica)",SBD,FLAC,
"3-23-2004 / Edmonton, Alberta / Rexall Place (LiveMetallica)",SBD,FLAC,
"3-24-2004 / Calgary, Alberta / Pengrowth Saddledome (LiveMetallica)",SBD,FLAC,
"3-26-2004 / Vancouver, BC / General Motors Place (LiveMetallica)",SBD,FLAC,
"3-28-2004 / Seattle, WA / Key Arena (LiveMetallica)",SBD,FLAC,
"3-30-2004 / Casper, WY / Casper Events Center (LiveMetallica)",SBD,FLAC,
"3-31-2004 / Denver, CO / Pepsi Center (LiveMetallica)",SBD,FLAC,
"4-20-2004 / Uniondale, NY / Nassau Coliseum - 1st night (LiveMetallica)",SBD,FLAC,
"4-21-2004 / Uniondale, NY / Nassau Coliseum - 2nd night (LiveMetallica)",SBD,FLAC,
"4-23-2004 / Charlotte, NC / Charlotte Coliseum (LiveMetallica)",SBD,FLAC,
"4-24-2004 / Roanoke, VA / Roanoke Civic Center (LiveMetallica)",SBD,FLAC,
"4-26-2004 / Norfolk, VA / Scope Arena (LiveMetallica)",SBD,FLAC,
"4-28-2004 / Louisville, KY / Freedom Hall (LiveMetallica)",SBD,FLAC,
"4-29-2004 / Grand Rapids, MI / Van Andel Arena (LiveMetallica)",SBD,FLAC,
"5-1-2004 / Cincinnati, OH / U.S. Bank Arena (LiveMetallica)",SBD,FLAC,
"5-2-2004 / Madison, WI / Alliant Energy Center (LiveMetallica)",SBD,FLAC,
"5-6-2004 / Calgary, Alberta / Pengrowth Saddledome (LiveMetallica)",SBD,FLAC,
"5-7-2004 / Saskatoon, SK / Saskatchewan Place (LiveMetallica)",SBD,FLAC,
"5-9-2004 / Winnipeg, MB / Winnipeg Arena (LiveMetallica)",SBD,FLAC,
"5-11-2004 / Kansas City, MO / Kemper Arena (LiveMetallica)",SBD,FLAC,
"5-12-2004 / Omaha, NE / Qwest Center (LiveMetallica)",SBD,FLAC,
"5-14-2004 / Oklahoma City, OK / Ford Center (LiveMetallica)",SBD,FLAC,
"5-15-2004 / Little Rock, AR / Alltel Arena (LiveMetallica)",SBD,FLAC,
"5-26-2004 / Copenhagen, Denmark / Parken Stadium (Mix #1) (LiveMetallica)",SBD,FLAC,
