Tool,Versions,File Type,
Drive - D,,,
,,,
,,,
[1991],,,
"8-30-2006 / Englewood, CO / Coors Amphitheatre (CSB) (amaro)",AUD,FLAC 24,
"8-30-2006 / Englewood, CO / Coors Amphitheatre (Schoeps MK41s) (taperbt)",AUD,FLAC,
"9-2-2006 / Marysville, CA / Sleep Train Amphitheater (DPA 4061s) (zachariah boes)",AUD,FLAC,
"9-3-2006 / Oakland, CA / Oakland Arena (Schoeps MK4s) (alex coluzzi)",AUD,FLAC,
"9-3-2006 / Oakland, CA / Oakland Arena (unk) (emerica)",AUD,FLAC,
"9-5-2006 / Bakersfield, CA / Rabobank Arena (DPA 4061s) (distortion)",AUD,FLAC,
"9-5-2006 / Bakersfield, CA / Rabobank Arena (SP-CMC-2) (cavis)",AUD,FLAC,
"9-9-2006 / Phoenix, AZ / Cricket Pavilion (iHP-120) (sin213)",AUD,FLAC,
"9-9-2006 / Phoenix, AZ / Cricket Pavilion (Sanken COS 11s) (jeff shaw)",AUD,FLAC,
"9-9-2006 / Phoenix, AZ / Cricket Pavilion (AT831s) (edgar)",AUD,FLAC,
"9-11-2006 / The Woodlands, TX /- Cynthia Woods Mitchell Pavilion (DPA 4061s) (adam lancaster)",AUD,FLAC,
"9-14-2006 / Dallas, TX / Amerian Airlines Arena (SS-DSM-6S/L) (chris milazzo)",AUD,FLAC,
"9-14-2006 / Dallas, TX / Amerian Airlines Arena (DPA 4061s) (adam lancaster)",AUD,FLAC,
"9-14-2006 / Dallas, TX / Amerian Airlines Arena (DPA 4061s) (adam lancaster + chris milazzo)",MIX,FLAC,
"9-14-2006 / Dallas, TX / Amerian Airlines Arena (CSB) (stephan)",AUD,FLAC,
"9-15-2006 / Kansas City, MO / Kemper Arena (SP-CMC-2) (4intool)",AUD,FLAC,
"9-15-2006 / Kansas City, MO / Kemper Arena (DPA 4061s) (ryan a)",AUD,FLAC,
"9-15-2006 / Kansas City, MO / Kemper Arena (SP-BMC-2) (derek)",AUD,FLAC,
"9-18-2006 / Rosemont, IL / Allstate Arena (SPPSC) (dirtrider)",AUD,FLAC,
"9-21-2006 / Columbus, OH / Nationwide Arena (SP-CMC-1) (jason c.)",AUD,FLAC,
"9-21-2006 / Columbus, OH / Nationwide Arena (CSB) (geordy)",AUD,FLAC,
"9-21-2006 / Columbus, OH / Nationwide Arena (DPA 4061) (ryan a)",AUD,FLAC,
"9-21-2006 / Columbus, OH / Nationwide Arena (SP-BMC-3) (garret)",AUD,FLAC,
"9-21-2006 / Columbus, OH / Nationwide Arena (pimpdawgs)",IEM,FLAC,
"9-21-2006 / Columbus, OH / Nationwide Arena - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"9-22-2006 / Detroit, MI / Palace of Auburn Hills (SP-CMC-1) (jason coleman)",AUD,FLAC,
"9-22-2006 / Detroit, MI / Palace of Auburn Hills (Sony DSC-W50) (factory81)",AUD,FLAC,
"9-22-2006 / Detroit, MI / Palace of Auburn Hills (CSB/120) (geordy)",AUD,FLAC,
"9-22-2006 / Detroit, MI / Palace of Auburn Hills (pimpdawgs)",IEM,FLAC,
"9-22-2006 / Detroit, MI / Palace of Auburn Hills - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"9-23-2006 / Toronto, Ontario / Molson Amphitheatre (AT853s) (bobcat)",AUD,FLAC,
"9-23-2006 / Toronto, Ontario / Molson Amphitheatre (MBHO603a) (toaster)",AUD,FLAC,
"9-23-2006 / Toronto, Ontario / Molson Amphitheatre (SPPSC) (dru)",AUD,FLAC 24,
"9-23-2006 / Toronto, Ontario / Molson Amphitheatre (Sony TCM-353V) (jm)",AUD,FLAC,
"9-25-2006 / Cleveland, OH / Wolstein Center (SP Omni Mono Mic) (scorpiopulse)",AUD,FLAC,
"9-25-2006 / Cleveland, OH / Wolstein Center - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"9-28-2006 / Camden, NJ / Tweeter Center (CSB) (daskrabs)",AUD,FLAC,
"9-29-2006 / Camden, NJ / Tweeter Center (CSB) (screamingslave)",AUD,FLAC,
"9-29-2006 / Camden, NJ / Tweeter Center (CSC) (ions)",AUD,FLAC,
"9-30-2006 / Washington, D.C. / Verizon Arena (CSB) (dajmno)",AUD,FLAC,
"9-30-2006 / Washington, D.C. / Verizon Arena (heywood jablome)",IEM,FLAC,
"9-30-2006 / Washington, D.C. / Verizon Arena - WAV(M) (AKG CK63 + Shure P7R) (cps & jlizard)",MIX,FLAC,
"9-30-2006 / Washington, D.C. / Verizon Arena - WAV(M) (AKG CK63) (cps)",AUD,FLAC,
"10-2-2006 / Wilkes-Barre, PA / Wachovia Arena (CSB) (daskrabs)",AUD,FLAC,
"10-2-2006 / Wilkes-Barre, PA / Wachovia Arena (heywood jablome)",IEM,FLAC,
"10-3-2006 / Manchester, NH / Verizon Wireless Center (Sony ECM-DS70P) (cvisions)",AUD,FLAC,
"10-3-2006 / Manchester, NH / Verizon Wireless Center (RadioShack 33-3013 mics) (skradgee)",AUD,FLAC,
"10-5-2006 / Hartford, CT / Hartford Civic Center (unk video source)",AUD,FLAC,
"10-6-2006 / East Rutherford, NJ / Continental Airlines Arena (Sony ECM-MS907) (al)",AUD,FLAC,
"10-6-2006 / East Rutherford, NJ / Continental Airlines Arena (CSB) (daskrabs)",AUD,FLAC,
"10-6-2006 / East Rutherford, NJ / Continental Airlines Arena (JVC GZ MG21U HDD Camcorder) (daviddawson)",AUD,FLAC,
"10-6-2006 / East Rutherford, NJ / Continental Airlines Arena (JVC MG12U) (david dawson) (2024 alvarojam upgrade) ",AMT,DVD,
"10-7-2006 / Wantagh, NY / Nassau Coliseum (AT833s) (bigt)",AUD,FLAC,
"11-4-2006 / Madrid, Spain / Palacio Vista Alegre (CSC) (richart)",AUD,FLAC,
"11-5-2006 / Lisbon, Portugal / Altlantic Pavilion (Aiwa Mic) (unzynpernet)",AUD,FLAC,
"11-8-2006 / Leuven, Belgium / Brabanthal (Hama Stereo Digital) (eulenspiegel)",AUD,FLAC,
"11-9-2006 / Rotterdam, Netherlands / Ahoy (AT933s) (skttrwave)",AUD,FLAC,
"11-9-2006 / Rotterdam, Netherlands / Ahoy (Hama Stereo Digital) (eulenspiegel)",AUD,FLAC,
"11-10-2006 / Brussels, Belgium / Forest National (Sony ECM-717) (mool)",AUD,FLAC,
"11-10-2006 / Brussels, Belgium / Forest National (Hama Stereo Digital) (eulenspiegel)",AUD,FLAC,
"11-18-2006 / Munich, Germany / Zenith (SP-CMC-8) (dagobert)",AUD,FLAC 24,
"11-18-2006 / Munich, Germany / Zenith (Sanken COS-11s) (mmuzik)",AUD,FLAC,
"11-19-2006 / Vienna, Austria / Stadthalle (Sony DS70P) (mrruin)",AUD,FLAC,
"11-19-2006 / Vienna, Austria / Stadthalle (Vivanco EM216) (binsch80)",AUD,FLAC,
"11-25-2006 / Glasgow, Scotland / S.E.C.C. (AT933s) (gebs)",AUD,FLAC,
"12-1-2006 / Nottingham, England / Nottingham Arena (CAC) (simon_ldt)",AUD,FLAC,
"12-1-2006 / Nottingham, England / Nottingham Arena (DPA 4061s) (rob)",AUD,FLAC,
"12-3-2006 / Oberhausen, Germany / Konig-Pilsener Arena (OKM-IIrs) (lostgermantapes)",AUD,FLAC,
"12-5-2006 / Stuttgart, Germany / Porsche Arena (CSB) (jadg2)",AUD,FLAC,
"12-5-2006 / Stuttgart, Germany / Porsche Arena (MBHO MBP 603 A) (sebastian)",AUD,FLAC,
"12-5-2006 / Stuttgart, Germany / Porsche Arena (SPPSC) (dagobert)",AUD,FLAC 24,
"12-7-2006 / Lyon, France / Halle Tony Garnier (Sony ECM-917) (ybesz)",AUD,FLAC,
"12-8-2006 / Nantes, France / Zenith (Soundman OKM-IIr) (antoine v.)",AUD,FLAC,
"12-8-2006 / Nantes, France / Zenith (Soundman OKM-IIR) (franck bazile)",AUD,FLAC,
"12-10-2006 / Paris, France / Le Zenith (Sony ECM-719) (xwayne)",AUD,FLAC,
"12-10-2006 / Paris, France / Le Zenith (CSC) (teething)",AUD,FLAC,
"12-10-2006 / Paris, France / Le Zenith (Core Sound High Binaurals) (j.r.)",AUD,FLAC,
"12-10-2006 / Paris, France / Le Zenith (Sony ECM-717) (nicolas)",AUD,FLAC,
"12-10-2006 / Paris, France / Le Zenith (Soundman OKM IIR) (franck bazile)",AUD,FLAC,
"12-12-2006 / Mannheim, Germany / Maimarkthalle (SPPSC) (dagobert)",AUD,FLAC 24,
"12-12-2006 / Mannheim, Germany / Maimarkthalle (CSB) (jadg2)",AUD,FLAC,
"12-12-2006 / Mannheim, Germany / Maimarkthalle (Sony ECM-717) (kabi225)",AUD,FLAC,
"12-12-2006 / Mannheim, Germany / Maimarkthalle (Sony ECM-719) (elysium)",AUD,FLAC,
"12-13-2006 / Zurich, Switzerland / Hallenstadion Zurich (Neumann KM140) (oli)",AUD,FLAC,
,,,
[2007],,,
"1-19-2007 / Auckland, NZ / Mt. Smart Stadium (SP-BMC-6) (monkeyguy)",AUD,FLAC,
"1-19-2007 / Auckland, NZ / Mt. Smart Stadium (unk video source) (unk)",AUD,FLAC,
"1-19-2007 / Auckland, NZ / Mt. Smart Stadium (Sony DVD Cam) (tomamas14)",AUD,FLAC,
"1-24-2007 / Sydney, Australia / Entertainment Centre (Soundman OKM-II) (auroboros)",AUD,FLAC,
"1-24-2007 / Sydney, Australia / Entertainment Centre (SP-CMC-2) (auslive)",AUD,FLAC,
"1-25-2007 / Sydney, Australia / Olympic Park Showgrounds (SP-CMC-2) (auslive)",AUD,FLAC,
"1-25-2007 / Sydney, Australia / Olympic Park Showgrounds (Soundman OKM-IIr) (auroboros)",AUD,FLAC,
"1-25-2007 / Sydney, Australia / Olympic Park Showgrounds (Sony ECM-MS907) (unk)",AUD,FLAC,
"1-28-2007 / Melbourne, Australia / Big Day Out Festival (unk)",AUD,MP3,
"1-31-2007 / Melbourne, Australia / Myer Music Bowl (Sony ECM-DS70P) (kingbean)",AUD,FLAC,
"1-31-2007 / Melbourne, Australia / Myer Music Bowl (Sony ECM-MS907) (phil)",AUD,FLAC,
"2-8-2007 / Osaka, Japan / Zepp - DAT(M) (Sony ECM-717) (the_sphere)",AUD,FLAC,
"2-9-2007 / Tokyo, Japan / Zepp - DAT(M) (Sony ECM-717) (the_sphere)",AUD,FLAC,
"2-10-2007 / Tokyo, Japan / Zepp - DAT(M) (Sony ECM-717) (the_sphere)",AUD,FLAC,
"2-12-2007 / Yokohama, Japan / Blitz - DAT(M) (Sony ECM-717) (the_sphere)",AUD,FLAC,
"5-2-2007 / San Diego, CA / Cox Arena (DPA 4061s) (ed davis)",AUD,FLAC,
"5-3-2007 / San Diego, CA / Cox Arena (Sony DCR-TRV900) (arizona_bay)",AUD,FLAC,
"5-6-2007 / Tucson, AZ / Convention Center Arena (Sanken COS 11s) (jeff shaw)",AUD,FLAC,
"5-11-2007 / Wichita, KS / Kansas Coliseum (SP-CMC-10) (4intool)",AUD,FLAC,
"5-11-2007 / Wichita, KS / Kansas Coliseum (CSB) (jrust)",AUD,FLAC,
"5-12-2007 / Council Bluffs, IA / Mid America Center (SP-CMC-8) (4intool)",AUD,FLAC,
"5-12-2007 / Council Bluffs, IA / Mid America Center (CSB) (jason shovlain)",AUD,FLAC,
"5-15-2007 / Southaven, MS / DeSoto Center (Schoeps MK41s) (jeredh)",AUD,FLAC,
"5-15-2007 / Southaven, MS / DeSoto Center (SP-BMC-3) (garret)",AUD,FLAC,
"5-16-2007 / Ft. Worth, TX / Ft. Worth Convention Center Arena (SS-DSM-6S/L) (chris milazzo)",AUD,FLAC,
"5-16-2007 / Ft. Worth, TX / Ft. Worth Convention Center Arena (CSB) (stephan)",AUD,FLAC,
"5-19-2007 / Oklahoma City, OK / Ford Center (SPPSC) (karl frinkle)",AUD,FLAC,
"5-19-2007 / Oklahoma City, OK / Ford Center (SP-CMC-8) (4intool)",AUD,FLAC,
"5-21-2007 / San Antonio, TX / AT&T Center (Sony ECM-719) (tooligan)",AUD,FLAC,
"5-21-2007 / San Antonio, TX / AT&T Center (Giant Squid Cardiods) (invincecible) ",AUD,FLAC,
"5-21-2007 / San Antonio, TX / AT&T Center (Schoeps MK4s) (jcrab66)",AUD,FLAC,
"5-21-2007 / San Antonio, TX / AT&T Center (Sony ECM-909a) (mr. fang)",AUD,FLAC,
"5-22-2007 / Corpus Christi, TX / American Bank Center (Giant Squid Cardioids) (invincecible)",AUD,FLAC,
"5-26-2007 / Birmingham, AL / Verizon Wireless Music Center (Shure MX185) (chris brightwell)",AUD,FLAC,
"5-26-2007 / Birmingham, AL / Verizon Wireless Music Center (CSB) (derek)",AUD,FLAC,
"5-26-2007 / Birmingham, AL / Verizon Wireless Music Center (DPA 4061s) (geordy)",AUD,FLAC,
"5-26-2007 / Birmingham, AL / Verizon Wireless Music Center (SP-BMC-3) (garret)",AUD,FLAC,
"5-26-2007 / Birmingham, AL / Verizon Wireless Music Center (IEM) (op)",IEM,FLAC,
"5-31-2007 / Orlando, FL / Amway Arena (DPA 4061s) (geordy)",AUD,FLAC,
"5-31-2007 / Orlando, FL / Amway Arena (IEM) (pimpdawgs)",IEM,FLAC,
"6-2-2007 / Jacksonville, FL / Veterans Memorial Coliseum (DPA 4061s) (geordy)",AUD,FLAC,
"6-2-2007 / Jacksonville, FL / Veterans Memorial Coliseum (IEM) (pimpdawgs)",IEM,FLAC,
"6-4-2007 / Duluth, GA / Gwinnett Center (Church Audio STC-11) (travis simpson)",AUD,FLAC,
"6-5-2007 / Greenville, SC / Bi-Lo Center (SP-CMC-4U) (nameloc01)",AUD,FLAC,
"6-7-2007 / Richmond, VA / Richmond Coliseum (SP-CMC-4U (nameloc01)",AUD,FLAC,
"6-9-2007 / Atlantic City, NJ / Boardwalk Hotel (CSB) (daskrabs)",AUD,FLAC,
"6-9-2007 / Atlantic City, NJ / Boardwalk Hotel (CSC) (ions)",AUD,FLAC,
"6-9-2007 / Atlantic City, NJ / Boardwalk Hall (IEM) (p) ",IEM,FLAC,
"6-9-2007 / Atlantic City, NJ / Boardwalk Hall - miniDV(M) (unk) (alvarojam)",AMT #1b,DVD,
"6-15-2007 / Manchester, TN / Bonnaroo Music Festival (Radio Shack CTR-112) (creflo)",AUD,FLAC,
"6-15-2007 / Manchester, TN / Bonnaroo Music Festival (SP-CMC-4U) (basshead)",AUD,FLAC,
"6-15-2007 / Manchester, TN / Bonnaroo Music Festival (Schoeps MK41s) (brianp)",AUD,FLAC,
"6-15-2007 / Manchester, TN / Bonnaroo Music Festival (Schoeps MK41s) (patrick moore)",AUD,FLAC,
"6-16-2007 / Cape Girardeau, MO / Show Me Center (DPA 4061s) (ryan a)",AUD,FLAC,
"6-16-2007 / Cape Girardeau, MO / Show Me Center (IEM) (monkoth)",IEM,FLAC,
"6-17-2007 / Evansville, IN / Roberts Municipal Stadium (SP-CMC-8) (robducati)",AUD,FLAC,
"6-20-2007 / Peoria, IL / Peoria Civic Center (SP-CMC-8) (4intool)",AUD,FLAC,
"6-20-2007 / Peoria, IL / Peoria Civic Center (DPA 4061) (ryan a)",AUD,FLAC 24,
"6-20-2007 / Peoria, IL / Peoria Civic Center (monkoth)",IEM,FLAC,
"6-22-2007 / St. Louis, MO / Scottrade Arena (CSB) (jrust)",AUD,FLAC,
"6-22-2007 / St. Louis, MO / Scottrade Center (monkoth)",IEM,FLAC,
"6-22-2007 / St. Louis, MO / Scottrade Center (DPA 4061 + IEM) (ryan a + monkoth) ",MIX,FLAC,
"6-24-2007 / Hamilton, Ontario / Copps Coliseum (SPPSC) (dru)",AUD,FLAC,
"6-24-2007 / Hamilton, Ontario / Copps Coliseum (AT853s) (bobcat)",AUD,FLAC,
"6-24-2007 / Hamilton, Ontario / Copps Coliseum (Sony TCM-353V) (jm)",AUD,FLAC,
"6-26-2007 / St. Paul, MN / Xcel Energy Center (AT853s) (crazyafroman)",AUD,FLAC,
"6-27-2007 / Chicago, IL / Sears Center (AT943s) (siriusjoe)",AUD,FLAC,
"6-27-2007 / Chicago, IL / Sears Center (Edirol R-09) (dirtridere)",AUD,FLAC,
"6-27-2007 / Chicago, IL / Sears Center (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24,
"6-29-2007 / Cincinnati, OH / US Bank Arena - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"6-29-2007 / Cincinnati, OH / US Bank Arena - DAT(M) (IEM) (the collective)",IEM,FLAC,
"7-1-2007 / Youngstown, OH / Chevrolet Center (SP-CMC-4U) (nameloc01)",AUD,FLAC,
"7-1-2007 / Youngstown, OH / Chevrolet Center - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"7-1-2007 / Youngstown, OH / Chevrolet Center (Edirol R-09) (belarionknight)",AUD,FLAC,
"7-3-2007 / Detroit, MI / DTE Amphitheater (DPA 4061s) (geordy)",AUD,FLAC,
"7-3-2007 / Detroit, MI / DTE Amphitheater (SP-CMC4U) (nameloc01)",AUD,FLAC,
"7-3-2007 / Detroit, MI / DTE Amphitheater (IEM) (pimpdawgs)",IEM,FLAC,
"7-3-2007 / Detroit, MI / DTE Amphitheater - DAT(M) (CSB) (galen)",AUD,FLAC,
"7-3-2007 / Detroit, MI / DTE Amphitheater - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"7-4-2007 / Milwaukee, WI / Summerfest (CAC) (69mako)",AUD,FLAC,
"7-4-2007 / Milwaukee, WI / Summerfest (CSB) (jrust2)",AUD,FLAC,
"7-4-2007 / Milwaukee, WI / Summerfest (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24,
"7-5-2007 / Grand Rapids, MI / Van Andel Arena - DAT(M) (OKMIIR) (galen)",AUD,FLAC,
"7-5-2007 / Grand Rapids, MI / Van Andel Arena - DAT(M) (DPA 4061) (galen)",AUD,FLAC,
"7-5-2007 / Grand Rapids, MI / Van Andel Arena - DAT(M) (Aiwa CM30) (galen)",AUD,FLAC,
"7-5-2007 / Grand Rapids, MI / Van Andel Arena - MD(M) (CSB) (galen)",AUD,FLAC,
"7-9-2007 / Hamilton, Ontario / Copps Coliseum (AT853s) (bobcat)",AUD,FLAC,
"7-9-2007 / Hamilton, Ontario / Copps Coliseum (CSB) (broadbent)",AUD,FLAC,
"7-9-2007 / Hamilton, Ontario / Copps Coliseum (Sony TCM-353V) (jm)",AUD,FLAC,
"7-9-2007 / Hamilton, Ontario / Copps Coliseum (SP-CMC-8) (dru)",AUD,FLAC 24,
"7-12-2007 / Mansfield, MA / Tweeter Center (CSB) (bennyblanco)",AUD,FLAC,
"7-12-2007 / Mansfield, MA / Tweeter Center (CSB) (ericcagle)",AUD,FLAC,
"7-13-2007 / Portland, ME / Cumberland Civic Center (CSB) (ericcagle)",AUD,FLAC,
"7-14-2007 / Albany, NY / Times Forum Union (Edirol R-09) (dassarri)",AUD,FLAC,
"7-16-2007 / Reading, PA / Sovereign Center (Schoeps MK4s) (dubble d)",AUD,FLAC,
"7-16-2007 / Reading, PA / Sovereign Center (CSB) (daskrabs)",AUD,FLAC,
"7-16-2007 / Reading, PA / Sovereign Center (Edirol R-09) (dassarri)",AUD,FLAC,
"7-18-2007 / Holmdel, NJ / PNC Bank Arts Center (SP-CMC-2A) (unk)",AUD,FLAC,
"8-12-2007 / Katowice, Poland / Metal Hammer Festival (SP-CMC-4) (chester)",AUD,FLAC,
"8-12-2007 / Katowice, Poland / Metal Hammer Festival (Sony ECM-719) (snsik)",AUD,FLAC,
"8-13-2007 / Budapest, Hungary / Sziget Festival (AT-U853c's) (mrruin)",AUD,FLAC,
"8-22-2007 / London, England / Brixton Academy (Schoeps MK4s) (per)",AUD,FLAC,
"8-25-2007 / St. Cloud, France / Rock en Seine Festival (Soundman OKM-IIR) (franck bazile)",AUD,FLAC,
"8-28-2007 / Frankfurt, Germany / Jahrhunderhalle (Sony TCM-353V) (uninvited94)",AUD,FLAC,
"8-28-2007 / Frankfurt, Germany / Jahrhunderhalle (SP-CMC-8s) (dagobert)",AUD,FLAC,
"8-28-2007 / Frankfurt, Germany / Jahrhunderhalle (MBHO 603a) (dagobert)",AUD,FLAC,
"8-28-2007 / Frankfurt, Germany / Jahrhunderhalle (Sony ECM-717) (kabi225)",AUD,FLAC,
"9-2-2007 / Bologna, Italy / Independent Days Festival (JVC GR-D340) (miky)",AUD,FLAC,
"9-2-2007 / Bologna, Italy / Arena Parco Nord,  (2-Cam Mix) (streetspirit)",AUD,DVD,
"9-4-2007 / Zagreb, Croatia / Salata (CSB) (zlatkoh)",AUD,FLAC,
"11-16-2007 / Houston, TX / Toyota Center (Giant Squid Cardioids) (invincecible)",AUD,FLAC,
"11-17-2007 / New Orleans, LA / New Orleans Arena (CSB) (derek)",AUD,FLAC,
"11-17-2007 / New Orleans, LA / New Orleans Arena (DPA 4061s) (adam)",AUD,FLAC,
"11-29-2007 / Kelowna, BC / Prospera Place (CSB) (seth)",AUD,FLAC,
"11-29-2007 / Kelowna, BC / Prospera Place (iRiver H10) (leifh12345)",AUD,FLAC,
"12-4-2007 / Everett, WA / Everett Events Center (SP-CMC-4U) (basshead)",AUD,FLAC,
"12-4-2007 / Everett, WA / Everett Events Center (Sony Digital Recorder) (chris)",AUD,FLAC,
"12-5-2007 / Portland, OR / Memorial Coliseum (CSC) (adat8)",AUD,FLAC,
"12-5-2007 / Portland, OR / Memorial Coliseum (SP-CMC-4) (deanq4)",AUD,FLAC,
"12-5-2007 / Portland, OR / Memorial Coliseum (Schoeps MK4s) (snapple eyes)",AUD,FLAC,
"12-5-2007 / Portland, OR / Memorial Coliseum (ALD-AUD Mix)",MIX,FLAC,
"12-11-2007 / San Francisco, CA / Bill Graham Civic Center (Neumann KM140s) (wilson66)",AUD,FLAC,
"12-13-2007 / Las Vegas, NV / The Pearl (DPA 4061s) (geordy)",AUD,FLAC,
"12-13-2007 / Las Vegas, NV / The Pearl (Giant Squid Cardioids) (to0l)",AUD,FLAC,
"12-13-2007 / Las Vegas, NV / The Pearl - DAT(M) (DPA 4061s) (galen)",AUD,FLAC,
"12-13-2007 / Las Vegas, NV / The Pearl (IEM) (pimpdawgs)",IEM,FLAC,
"12-14-2007 / Las Vegas, NV / The Pearl (DPA 4061s) (geordy)",AUD,FLAC,
"12-14-2007 / Las Vegas, NV / The Pearl (Giant Squid Cardioids) (to0l)",AUD,FLAC,
"12-14-2007 / Las Vegas, NV / The Pearl - DAT(M) (DPA 4061s) (galen)",AUD,FLAC,
"12-14-2007 / Las Vegas, NV / The Pearl (IEM) (pimpdawgs)",AUD,FLAC,
,,,
[2009],,,
"7-18-2009 / Commerce City, CO / Mile High Music Festival (Zoom H2) (thephool)",AUD,FLAC,
"7-18-2009 / Commerce City, CO / Mile High Music Festival - DAT(M) (Schoeps) (anonymous)",AUD,FLAC,
"7-21-2009 / Phoenix, AZ / US Airways Arena (MM-HLSC-1) (sin213)",AUD,FLAC,
"7-21-2009 / Phoenix, AZ / US Airways Arena (CA STC-11) (to0l)",AUD,FLAC,
"7-22-2009 / Rio Rancho, NM / Santa Ana Star Center (Zoom H4) (sundeep)",AUD,FLAC,
"7-24-2009 / San Antonio, TX / AT&T Center (AT831s) (tooligan)",AUD,FLAC,
"7-25-2009 / Dallas, TX / Nokia Centre (CA-14s) (karl frinkle)",AUD,FLAC 24,
"7-27-2009 / Duluth, GA / Gwinnett Arena  (DPA 4061s) (geordy)",AUD,FLAC,
"7-27-2009 / Duluth, GA / Gwinnett Arena (Zoom H4n) (radiokid311)",AUD,FLAC,
"7-29-2009 / Charlotte, NC / Bojangles Coliseum  (Core Sound HEBs) (bill)",AUD,FLAC,
"7-29-2009 / Charlotte, NC / Bojangles Coliseum (Sony ECM-719) (geoff)",AUD,FLAC,
"7-30-2009 / Fairfax, VA / Patriot Center (Schoeps MK41s) (tenaciousj)",AUD,FLAC,
"8-2-2009 / Manchester, NH / Verizon Wireless Amphitheatre (Edirol R-09) (erixxx)",AUD,FLAC,
"8-4-2009 / Kingston, Ontario / K Rock Center (AT853s) (bobcat)",AUD,FLAC,
"8-4-2009 / Kingston, Ontario / K Rock Center (OKM-IIrs) (dassarri)",AUD,FLAC,
"8-4-2009 / Kingston, Ontario / K Rock Center (ATu853s) (dassarri)",AUD,FLAC,
"8-4-2009 / Kingston, Ontario / K-Rock Centre - DAT(M) (DPA 4061) (galen & the collective)",AUD,FLAC,
"8-5-2009 / Toronto, Ontario / Molson Amphitheatre (AT853s) (bobcat)",AUD,FLAC,
"8-5-2009 / Toronto, Ontario / Molson Amphitheatre (Sony TCM-353V) (jm)",AUD,FLAC,
"8-5-2009 / Toronto, Ontario / Molson Amphitheatre - DAT(M) DPA 4061 (galen + the collective + anon)",AUD,FLAC,
"8-7-2009 / Cincinnati, OH / PNC Pavillion - DPA 4061 (the collective + galen + nameloc) ",AUD,FLAC,
"8-8-2009 / Chicago, IL / Lollapalooza (DPA 4061s) (tapeworm48)",AUD,FLAC,
"8-22-2009 / Pomona, CA / Epicenter 09 Festival (SP-BMC-3) (garret)",AUD,FLAC,
,,,
[2010],,,
"6-19-2010 / New Orleans, LA / UNO Arena  (DPA 4061s) (geordy)",AUD,FLAC,
"6-22-2010 / Cedar Park, TX / Cedar Park Center (Sony ECM-909a) (mr. fang)",AUD,FLAC,
"6-22-2010 / Cedar Park, TX / Cedar Park Center (CSB) (stephan)",AUD,FLAC 24,
"6-23-2010 / Oklahoma City, OK / Ford Arena (CA-14s) (karl frinkle)",AUD,FLAC,
"6-25-2010 / Kansas City, MO / Sprint Center (Unk Sony MP3 Recorder) (unk)",AUD,MP3,
"6-26-2010 / St. Charles, MO / Sprint Center  (Sony ECM-717) (cptncrash76)",AUD,FLAC,
"6-26-2010 / St. Charles, MO / Sprint Center - DAT(M) (DPA 4061) (the collective) ",AUD,FLAC,
"6-28-2010 / Morrison, CO / Red Rocks Amphitheatre (MM-HLSC-1) (sin213)",AUD,FLAC,
"6-28-2010 / Morrison, CO / Red Rocks Amphitheatre (Schoeps) (twister)",AUD,FLAC,
"6-29-2010 / Morrison, CO / Red Rocks Amphitheatre (Schoeps) (twister)",AUD,FLAC,
"7-1-2010 / St. Paul, MN / Xcel Energy Center (AT853s) (crazyafroman)",AUD,FLAC,
"7-5-2010 / Regina, Saskatchewan / Brandt Center (SP-CMC-8) (kadeesha)",AUD,FLAC,
"7-7-2010 / Edmonton, Alberta / Rexall Place (Zoom H2) (ilovegigs)",AUD,FLAC 24,
"7-9-2010 / Vancouver, BC / GM Place (CA-11s) (smashing0)",AUD,FLAC,
"7-9-2010 / Vancouver, BC / GM Place (CA-1) (leifh)",AUD,FLAC,
"7-10-2010 / Seattle, WA / Key Arena (Nakamichi CM-700) (jems)",AUD,FLAC 24,
"7-10-2010 / Seattle, WA / Key Arena (Sony HC3) (unk)",AUD,DVD,
"7-12-2010 / San Francisco, CA / Bill Graham Civic Center (Schoeps CMC34s) (rainingvodka)",AUD,FLAC,
"7-13-2010 / Sacramento, CA / Arco Arena (JVC Everio+iPhone) (unk & j.d.) (2024 alvarojam upgrade)",AMT,DVD,
"7-15-2010 / San Diego, CA / Viejas Arena (CAC) (carbine000)",AUD,FLAC,
"7-15-2010 / San Diego, CA / Viejas Arena (CAC) (unk)",AUD,FLAC,
"7-16-2010 / Las Vegas, NV / Planet Hollywood Theater (CSB) (happysheep)",AUD,FLAC,
"7-16-2010 / Las Vegas, NV / Planet Hollywood Theater (Schoeps CCM4i) (jon d.)",AUD,FLAC,
"7-18-2010 / Los Angeles, CA / Nokia Theatre (ALD-Edirol 09) (anonymous) ",AUD,FLAC,
"7-18-2010 / Los Angeles, CA / Nokia Theatre (ALD-Edirol R09) (Phase Corrected) (anonymous)",AUD,FLAC,
"7-19-2010 / Los Angeles, CA / Nokia Theatre (ALD-Edirol R09) (anonymous) ",AUD,FLAC,
