Guster,Versions,File Type
"1-29-2025 / Detroit, MI / Majestic Theatre (Tascam DR-05) (tyler smith)",AUD,FLAC
"1-31-2025 / Chicago, IL / Riviera Theatre (Zoom H1n) (acady) ",AUD,FLAC
"2-12-2025 / Portland, OR / Revolution Hall (unk) (YouTube)",WEB,FLAC 24
"2-14-2025 / Oakland, CA / Fox Theatre (AKG C414) (dave mallick) ",AUD,FLAC 24
"2-15-2025 / Los Angeles, CA / Orpheum Theater (AKG C414 XLS) (dave mallick) ",AUD,FLAC 24
"2-15-2025 / Los Angeles, CA / Orpheum Theater (Zoom Q2HD) (magicelf1980) ",AUD,FLAC 24
"3-28-2025 / Washington, DC / Kennedy Center Concert Hall (unk) (cameron frye)",AUD,FLAC 24
"3-28-2025 / Washington, DC / Kennedy Center Concert Hall (Deity PR2) (pippi longstocking)",AUD,FLAC 24
"3-28-2025 / Washington, DC / Kennedy Center Concert Hall (LG V60) (hemisphire)",AUD,FLAC
"3-29-2025 / Washington, DC / Kennedy Center Concert Hall (unk) (cameron frye)",AUD,FLAC 24
"3-29-2025 / Washington, DC / Kennedy Center Concert Hall (Deity PR2) (zack morris)",AUD,FLAC 24
"3-29-2025 / Washington, DC / Kennedy Center Concert Hall (iPhone) (penelope garcia)",AUD,FLAC
"6-22-2025 / Los Angeles, CA / Greek Theatre (Zoom Q2) (unk) ",AUD,FLAC
"7-25-2025 / Chautauqua, NY / Chautauqua Institution (BeyerDynamic CK930) (dgodwin)",AUD,FLAC 24
"8-2-2025 / Hammondsport, NY / Point of the Bluff Vineyards (BeyerDynamic CK930) (dgodwin)",AUD,FLAC 24
"8-2-2025 / Hammondsport, NY / Point of the Bluff Vineyards (BeyerDynamic MC740) (dgodwin) ",AUD,FLAC 24
"8-4-2025 / New York, NY / The Rooftop at Pier 17 (unk) (YouTube rip) ",AUD,FLAC
"8-8-2025 / Portland, ME / State Theatre (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"8-8-2025 / Portland, ME / State Theatre (Zoom F3) (dennis heyman)",AUD,FLAC 24
"8-9-2025 / Portland, ME / Thompson's Point (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"8-10-2025 / Portland, ME / Thompson's Point (AKG C414 XLS) (dave mallick)",AUD,FLAC 24
"8-10-2025 / Portland, ME / Thompson's Point (Zoom F3) (dennis heyman)",AUD,FLAC 24
"8-10-2025 / Portland, ME / Thompson's Point (beyerdynamic CK930 + CV 900) (dgodwin + mgodwin)",AUD,FLAC 24
"8-30-2025 / Lana'i, HI / Lana'i Ocean Theater - Four Seasons Lana'i Resort (AKG C414 CLS) (dave mallick) ",AUD,FLAC 24
,,
,,
[MISC],,
Guster - The Pasty Tapes (1999),,FLAC
Guster - The Meowstro Sings- Guster's Keep It Together (2003),,FLAC
Guster - MTV2 Album Covers (2004),,FLAC
Guster - 3 Live Sets (Limited Edition) (2014),,FLAC
Guster - Live With The Redacted Symphony (2013),,FLAC
