Smashing Pumpkins,Versions,File Type,
The Smashing Pumpkins - Frail and Bedazzled (BC Instrumental Home Demo),,MP3,
The Smashing Pumpkins - 'Screen Raver' for Geek USA,,EXE,
,,,
,,,
[ARCHIVAL RELEASES],,,
The Smashing Pumpkins - Live At The Viper Room 1.15.1998 (2021),Vinyl,FLAC,
The Smashing Pumpkins - Live At The Viper Room 01.15.98 {MMCD-A002} (2024),CD,FLAC,
The Smashing Pumpkins - Live at Kawasaki 2.24.92 (2022),Vinyl,FLAC HD,
"The Smashing Pumpkins - The Rubano Tapes, Vol. 1 (2022)",Vinyl,FLAC HD,
The Smashing Pumpkins - Rubano Tapes Vol. 1 {MMCD-A003} (2024),CD,FLAC,
The Smashing Pumpkins - The Rubano Tapes Vol. 2 (2022),Vinyl,FLAC HD,
The Smashing Pumpkins - Rubano Tapes Vol. 2 {MMCD-A004} (2024),CD,FLAC,
The Smashing Pumpkins - Live At Kawasaki 2.24.92 {MMCD-A001} (2023),CD,FLAC,
The Smashing Pumpkins - SP On The Radio 1988-89 Starchildren Live 8.18.90 (2024),Vinyl,FLAC HD,
"The Smashing Pumpkins - SP on the Radio 1988-89, Starchildren Live 8.18.90, SP Live at the Avalon 8.10.88  {MMCD-A008} (2025)",CD,FLAC,
WPC - 'Neath the Darkest Eves: The Complete Sessions {MMCD-A005} (2025),CD,FLAC,
,,,
,,,
[SINGLES],,,
The Smashing Pumpkins - I Am One (1992),,FLAC,
The Smashing Pumpkins - Today (1993),,FLAC,
The Smashing Pumpkins - Cherub Rock (1993) ,,FLAC,
The Smashing Pumpkins - Today (Japanese CD Single) (1994),,FLAC,
The Smashing Pumpkins - Rocket (1994) ,,FLAC,
The Smashing Pumpkins - Disarm (CD1) (1994) ,,FLAC,
The Smashing Pumpkins - Disarm (CD2) (1994) ,,FLAC,
The Smashing Pumpkins - Bullet with Butterfly Wings (1995) ,,FLAC,
The Smashing Pumpkins - Zero (1996) ,,FLAC,
The Smashing Pumpkins - 1979 (1996),,FLAC,
The Smashing Pumpkins - 1979 (7 2438-38534-2-7) (1996),,FLAC,
The Smashing Pumpkins - Thirty-Three (1996) ,,FLAC,
"The Smashing Pumpkins - Tonight, Tonight (1996) ",,FLAC,
"The Smashing Pumpkins - Tonight, Tonight (HUTCD 69 England) (1996) ",,FLAC,
The Smashing Pumpkins - Muzzle (Promo) {DPRO-11555} (1996),,FLAC,
The Smashing Pumpkins - The End Is The Beginning Is The End (1997),,FLAC,
The Smashing Pumpkins - Ava Adore (1998) ,,FLAC,
The Smashing Pumpkins - Perfect (CD1) (HUTDX 106) (1998) ,,FLAC,
The Smashing Pumpkins - Perfect (CD2) (HUTCD 106) (1998) ,,FLAC,
The Smashing Pumpkins - Perfect (CD3) (HUT CDF 106) (1998) ,,FLAC,
The Smashing Pumpkins - To Sheila {DPRO-13674} (1999),,FLAC,
The Smashing Pumpkins - Stand Inside Your Love (CD1) (2000) ,,FLAC,
The Smashing Pumpkins - Stand Inside Your Love (CD2) (2000),,FLAC,
The Smashing Pumpkins - The Everlasting Gaze (Promo) (2000),,FLAC,
"The Smashing Pumpkins - Try, Try, Try (2000) ",,FLAC,
"The Smashing Pumpkins - Try, Try, Try (Single) (HUTCD140) (2000) ",,FLAC,
The Smashing Pumpkins - Tarantula (2007) ,,FLAC,
The Smashing Pumpkins - That's The Way (My Love Is) CDS (2007) ,,FLAC,
The Smashing Pumpkins - G.L.O.W. (2008) ,,FLAC,
"The Smashing Pumpkins - Anno Satana, Birch Grove (2020) (Single)",,FLAC HD,
The Smashing Pumpkins - Confessions Of A Dopamine Addict (2020) (Single) ,,FLAC HD,
"The Smashing Pumpkins - Cyr, The Colour Of Love (2020) (Single) ",,FLAC HD,
The Smashing Pumpkins - Chrome Jets {199538527582Z} (2025),,FLAC HD,
YUNGBLUD & The Smashing Pumpkins - Zombie {0199957235143} (24-96) (2026),,FLAC HD,
,,,
,,,
[DEMOS],,,
XX-XX-1988 / Snake Train Demo,,SHN,
XX-XX-1988 / The Ignoffo Tape - STU>ANA(2)>DAT(M),,FLAC,
XX-XX-1989 / Moon Demo Tape,,FLAC,
Moon Demo Tape (Virgin In-house Promo Cassette),,FLAC,
Drown Demo (Winter 1992),,MP3,
XX-XX-1994 / Gravity Studios (Billy's Gravity Demos),,FLAC,
The Smashing Pumpkins - Gravity Demos I (1994),,FLAC,
The Smashing Pumpkins - Gravity Demos I (thir13en remaster),,FLAC,
Original Smashing Pumpkins Cassette Demo,,FLAC,
Siamese Dream Demos (Alledged),,MP3,
1994 MCIS Demos II,,FLAC,
1994 MCIS Demos II (thir13en remaster),,FLAC,
1994 MCIS Demos III - Demos for D'arcy,,FLAC,
Mellon Collie Demos I (1996) (thir13en remaster),,FLAC,
The Mellon Collie and the Infinite Sadness Sequence IV (eq'd with freefilter),,FLAC,
The Smashing Pumpkins - Adore Demos (1997),,FLAC,
The Smashing Pumpkins - Adore Demos II,,FLAC,
XX-XX-1997 / Adore Demos (thir13en),,FLAC,
XX-XX-1997 / Adore Demos II,,FLAC,
1998 Machina Acoustic Demos,,FLAC,
XX-XX-1998 / Sadlands - Machina Acoustic Demo,,FLAC,
,,,
,,,
[OFFICIAL MUSIC VIDEOS],,,
The Smashing Pumpkins - 1979,,MP4,
The Smashing Pumpkins - Ava Adore,,MP4,
The Smashing Pumpkins - Being Beige,,MP4,
The Smashing Pumpkins - Bullet With Butterfly Wings,,MP4,
The Smashing Pumpkins - Cherub Rock (Remastered) [HD],,MP4,
The Smashing Pumpkins - Cyr [HD],,WEBM,
The Smashing Pumpkins - Disarm (Remastered) [HD],,MP4,
The Smashing Pumpkins - Drum & Fife,,MP4,
The Smashing Pumpkins - I Am One,,MP4,
The Smashing Pumpkins - Owata,,MP4,
The Smashing Pumpkins - Perfect,,MP4,
The Smashing Pumpkins - Rhinoceros,,MP4,
The Smashing Pumpkins - Rocket,,MP4,
The Smashing Pumpkins - Silvery Sometimes (Ghosts) [HD],,MP4,
The Smashing Pumpkins - Siva,,MP4,
The Smashing Pumpkins - Solara [HD],,MP4,
The Smashing Pumpkins - Stand Inside Your Love,,MP4,
The Smashing Pumpkins - Superchrist,,MP4,
The Smashing Pumpkins - Tarantula,,MP4,
The Smashing Pumpkins - That's the Way (My Love Is),,MP4,
The Smashing Pumpkins - The End Is The Beginning Is The End,,MP4,
The Smashing Pumpkins - The Everlasting Gaze,,MP4,
The Smashing Pumpkins - Thirty Three,,MP4,
The Smashing Pumpkins - Today (Remastered) [HD],,MP4,
"The Smashing Pumpkins - Tonight, Tonight",,MP4,
"The Smashing Pumpkins - Try, Try, Try",,MP4,
The Smashing Pumpkins - Untitled,,MP4,
The Smashing Pumpkins - Zero,,MP4,
The Smashing Pumpkins - Ramona [HD],,MP4,
The Smashing Pumpkins - Wyttch [HD],,WEBM,
,,,
,,,
[OFFICIAL RELEASES],,,
The Smashing Pumpkins - Live at Cabaret Metro 10-5-88 (2000) [CR-05],Official Release,FLAC,
"The Smashing Pumpkins - Tristessa 12'' (Sub Pop, SP 10-137) (1990) (24/96) (Vinyl Rip)",Official Release,FLAC HD,
"The Smashing Pumpkins - Tristessa 7'' (Sub Pop, SP90) (1990) (24/96 )(Vinyl Rip)",Official Release,FLAC HD,
The Smashing Pumpkins - Gish (Deluxe Edition) (24/96) (2011) ,Official Release,FLAC HD,
"The Smashing Pumpkins - Three (Live At The Metro, 1990)",Official Release,DVD,
The Smashing Pumpkins - Lull (EP) (1991) ,Official Release,FLAC,
The Smashing Pumpkins - Peel Sessions (1992),Official Release,FLAC,
The Smashing Pumpkins - Siamese Dream (1993) (UK - CDHUT 11),Official Release,FLAC,
The Smashing Pumpkins - Siamese Dream (Deluxe Edition) (24/96) (2011) ,Official Release,FLAC HD,
The Smashing Pumpkins - Pisces Iscariot (Deluxe Edition) (2011),Official Release,FLAC HD,
The Smashing Pumpkins - Mellon Collie and the Infinite Sadness (1995) (7243 8 40864 2 8 ? CDHUTD 30),Official Release,FLAC,
The Smashing Pumpkins - Mellon Collie And The Infinite Sadness (24/96) (2012),Official Release,FLAC HD,
The Smashing Pumpkins - The Aeroplane Flies High Deluxe Edition (2013),Official Release,FLAC,
"The Smashing Pumpkins - Malsaucy Lake, Belfort, France, July 4, 1997 (TAFH Dlx Ed. Bonus DVD) (2013)",Official Release,DVD,
The Smashing Pumpkins - 1979 Mixes (1996) ,Official Release,FLAC,
The Smashing Pumpkins - The End Is The Beginning Is The End [1997],Official Release,FLAC,
The Smashing Pumpkins - The End Is The Beginning Is The End [The Remixes] (1997),Official Release,FLAC,
The Smashing Pumpkins - Adore (1998 EU Virgin-Hut CDHUT 51),Official Release,FLAC,
The Smashing Pumpkins - Earphoria (1994),Official Release,FLAC,
The Smashing Pumpkins - Vieuphoria (1994),Official Release,MKV,
The Smashing Pumpkins - 1991-1998 (1999),Official Release,FLAC,
The Smashing Pumpkins - Greatest Hits Video Collection - 1991-2000,Official Release,DVD,
The Smashing Pumpkins - Machina/The Machines of God (VJCP-68165) (Japan),Official Release,FLAC,
The Smashing Pumpkins - Still Becoming Apart (2000) ,Official Release,FLAC,
The Smashing Pumpkins - Untitled (2001),Official Release,FLAC,
"The Smashing Pumpkins - Zeitgeist (2007) (Germany, Martha's Music, Reprise, 180604-2, Target Exclusive)",Official Release,FLAC,
The Smashing Pumpkins - Zeitgeist {Best Buy Silver Edition} (2007),Official Release,FLAC,
The Smashing Pumpkins - Oceania (24-96) (2012),Official Release,FLAC HD,
The Smashing Pumpkins - Oceania 3D In NYC,Official Release,BLURAY,
The Smashing Pumpkins - American Gothic (2008),Official Release,FLAC,
The Smashing Pumpkins - Live Bonus EP (2009),Official Release,FLAC,
The Smashing Pumpkins - Monuments to an Elegy (24/96) (2019),Official Release,FLAC HD,
The Smashing Pumpkins - Monuments To An Elegy (2015 Japan SICP-4373) (2014),Official Release,FLAC,
"The Smashing Pumpkins - Shiny and Oh So Bright, Vol. 1 - LP - No Past. No Future. No Sun. (2018) (Vinyl Rip)",Official Release,FLAC HD,
The Smashing Pumpkins - Shiny And Oh So Bright Vol 1 (Japan Ward GQCS-90666) (2018),Official Release,FLAC,
The Smashing Pumpkins - CYR (2020) (810016762683),Official Release,FLAC,
The Smashing Pumpkins - CYR (24/96) (2020),Official Release,FLAC HD,
The Smashing Pumpkins - ATUM - Part I (24/44.1) (2022),Official Release,FLAC HD,
The Smashing Pumpkins - ATUM - A Rock Opera in Three Acts (2023),Official Release,FLAC HD,
The Smashing Pumpkins - Aghori Mhori Mei {0198588548592} (2024),Official Release,FLAC HD,
"The Smashing Pumpkins - Machina, The Machines Of God (25th Anniversary) {00602478506116} (2025) ",Official Release,FLAC,
The Smashing Pumpkins - Mellon Collie and the Infinite Sadness (30th Anniversary) {UICY-16355-8} (2025),Official Release,FLAC,
The Smashing Pumpkins - Mellon Collie And The Infinite Sadness (30th Anniversary) {0602478787553} (2025) (24-96),Official Release,FLAC HD,
,,,
,,,
[VINYL RIPS],,,
The Smashing Pumpkins - Gish (1991) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - Siva (Single) (1991) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - Siamese Dream (1993) (US) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - Rocket (Single) (1994) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - Pisces Iscariot (1994) (US) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - Mellon Collie & the Infinite Sadness (HUTLP30) (No. 15339) (1995) (16/44.1),Vinyl,FLAC,
The Smashing Pumpkins - Adore (7243 8 45879 1 8) (1998) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - MACHINA the Machines of God (1999) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - MACHINA II (2000) (16/44.1),Vinyl,FLAC,
The Smashing Pumpkins - Zeitgeist (2007) (16/44.1),Vinyl,FLAC,
The Smashing Pumpkins - Teargarden By Kaleidyscope Vol. 1 - Songs for a Sailor (2010) (16/44.1),Vinyl,FLAC,
The Smashing Pumpkins - Teargarden by Kaleidyscope Vol. 2 - The Solstice Bare (2010) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - Oceania (2012) (24/96),Vinyl,FLAC HD,
The Smashing Pumpkins - ATUM Boxset (2023) (24-96),Vinyl,FLAC HD,
The Smashing Pumpkins - Live in Europe 1992 (24/48) (2025),Vinyl,FLAC HD,
The Smashing Pumpkins - Machina (Aranea Alba Editio) (8LP) (2025) (24/192),Vinyl,FLAC HD,
The Smashing Pumpkins - Zodeon At Crystal Hall (24-192) (2025),Vinyl,FLAC HD,
,,,
,,,
[VIDEO CLIPS],,,
XX-XX-1988 / Pulse Basement Jam,,MKV,
XX-XX-1988 / She (Live 88'),,MP4,
XX-XX-1989 / Rhinocerous Home Video and I'm Free (Live 89'),,MP4,
XX-XX-1989 / Rhinoceros (alt. video),,FLV,
"2-11-1991 / New York, NY / WNYU Radio (Interview on NAS) (Audio)",,MP4,
"6-22-1991 / Chicago, IL / Reckless Records",,MP4 + MKV,
"6-23-1991 / Chicago, IL / Rose Records ",,MP4,
"6-XX-1991 / London, UK / Unknown Venue (Pro TV Master) - Rhinocerous ",,MKV,
"9-1-1991 / Rotterdam, NL / De Doelen - Silverfuck (Pro-shot TV Performance)",,MP4,
,,,
,,,
,,,
,,,
Jeff Schroeder,,,
Drive - B,,,
,,,
,,,
[2019],,,
11-30-2019  / YB w/ Jeff Schroeder,,MKV,
,,,
,,,
,,,
James Iha,,,
Drive - B,,,
,,,
,,,
[1998],,,
XX-XX-1998 / Let It Come Down Interview (IVCDHUT 47),Silver CD,FLAC,
"1-15-1998 / Los Angeles, CA / The Viper Room",SBD,FLAC,
2-9-1998 / Rockline with James Iha - Interview - ANA(?),FM,FLAC,
"3-12-1998 / Philadelphia, PA / WXPN World Cafe",FM,SHN,
"3-31-1998 / New York, NY / Mercury Lounge (MD) (CSB) (spfreak77)",AUD,FLAC,
"3-31-1998 / New York, NY / Mercury Lounge - ANA(?) (CSBmod)",,FLAC,
,,,
[2012],,,
"2-19-2012 / Saitama, Japan / EMI Rocks - Saitama Super Arena (unk)",AUD,MP3,
"10-7-2012 / Philadelphia, PA / Unknown (CA-14s) (spfreak77)",AUD,FLAC,
"11-23-2012 / Philadelphia, PA / World Cafe (CSB) (spfreak77)",AUD,FLAC,
,,,
[MISC],,,
James Iha - Be Strong Now (1998-02-05 - Virgin VHS) ,VHS,DVD,
Britta Phillips w. James Iha - Shine Your Light,,FLAC,
James Iha - Linda Linda Linda (Original Soundtrack),,M4A,
James Iha- Let It Come Down (Interview CD),,FLAC,
Bason - 100 Floors Above Me (Candy Says feat. James Iha),,FLAC,
Snaketrain - Demo Tape,,FLAC,
1988-XX-XX - Snaketrain Demo Tape (Source #2),,FLAC,
,,,
[OFFICIAL RELEASES],,,
James Iha - Let It Come Down {7243 8 45411 2 5} (1998) ,,FLAC,
James Iha - Let It Come Down {Virgin VJCP-25373} (1998) (Japan),,FLAC,
James Iha - Jealousy {IHADJ 98} (1998),,FLAC,
James Iha - Let It Come Down (Japan Remaster) {TOCP-11501} (2012),,FLAC,
Various Artists - Because Of Winn-Dixie - Original Motion Picture Soundtrack {0 6700 30400 2 0} (2005),,FLAC,
James Iha - Speed of Love (Single) (2012) {TE2991},,FLAC,
James Iha - Look to the Sky {TE-288 2} (2012),,FLAC,
James Iha - Look To The Sky {EMI TOCP-71265) (Japan) (2012),,FLAC,
,,,
,,,
,,,
,,,
Zwan,,,
Drive - B,,,
,,,
,,,
[2001],,,
"11-16-2001 / Pomona, CA / Glass House (Soundcheck) - DAT(M) (CSB) (jason roth)",AUD,FLAC,
"11-16-2001 / Pomona, CA / Glass House (DPA 4061) (fares halteh & jason guzman)",AUD,FLAC,
"11-16-2001 / Pomona, CA / Glass House (Schoeps MK4) (jason roth)",AUD,FLAC,
"11-18-2001 / Santa Ana, CA / Galaxy Theatre - DDC(M) (MK4) (jason roth)",AUD,FLAC,
"11-18-2001 / Santa Ana, CA / Galaxy Theatre (2nd Anniversary EQ Release - sean bowen) (MK4) (jason roth)",AUD,FLAC,
"11-20-2001a / San Diego, CA / Canes Bar & Grill (Soundcheck) - DAT(M) (CSB) (jason roth)",AUD,FLAC,
"11-20-2001 / San Diego, CA / Canes Bar & Grill - DDC(M) (DPA 4061) (jason roth)",AUD,FLAC,
"11-20-2001 / San Diego, CA / Canes Bar & Grill  - DDC(M) (Schoeps MK4) (jason roth)",AUD,FLAC,
"11-20-2001 / San Diego, CA / Canes Bar & Grill - CDR(M) (Schoeps MK4) (jason roth)",AUD,SHN,
"11-21-2001 / West Hollywood, CA / The Roxy - Soundcheck (UMK3) (dave melthorpe)",AUD #2,SHN,
"11-21-2001 / West Hollywood, CA / The Roxy - Soundcheck - MD(M) (Generic mono lapel) (spacey raygun)",AUD #5,FLAC,
"11-21-2001 / West Hollywood, CA / The Roxy - MD(M) (Optimus Omnidirectional Tie-clip) (spacey raygun)",AUD #6,FLAC,
"11-21-2001 / West Hollywood, CA / The Roxy - DAT(M) (DPA 4061) (ed davis)",AUD,FLAC,
"11-21-2001 / West Hollywood, CA / The Roxy - CDR(M) (Schoeps MK4) (jason roth)",AUD,SHN,
"11-21-2001 / West Hollywood, CA / The Roxy - DDC(M) (Schoeps MK4) (jason roth retransfer)",AUD,FLAC,
"11-21-2001 / West Hollywood, CA / The Roxy (AT853) (frank quinto)",AUD #3,SHN,
"12-13-2001a / Grand Rapids, MI / The Intersection (Early show) - CDR(M) (DPA 4061) (jason roth)",AUD,FLAC,
"12-13-2001a / Grand Rapids, MI / The Intersection (Early show) - DAT(M) (DSM-6S) (fares halteh)",AUD,FLAC,
"12-13-2001b / Grand Rapids, MI / Intersection (Late show) (AT853) (frank quinto)",AUD,FLAC,
"12-13-2001b / Grand Rapids, MI / Intersection (Late show) - DAT(M) (DSM-6S) (fares halteh)",AUD,FLAC,
"12-14-2001a / Indianapolis, IN / Emerson Theatre (Early show) (AT853) (frank quinto)",AUD,FLAC,
"12-14-2001a / Indianapolis, IN / Emerson Theatre (Early show) - CDR(M) (DPA 4061) (jason roth)",AUD,FLAC,
"12-14-2001a / Indianapolis, IN / Emerson Theatre (Early show) (DSM-6S) (fares halteh)",AUD,FLAC,
"12-14-2001b / Indianapolis, IN / Emerson Theatre (Late show) (AT853) (frank quinto)",AUD,SHN,
"12-14-2001b / Indianapolis, IN / Emerson Theatre (Late show) - DAT(M) (DSM-6S) (fares halteh)",AUD,SHN,
"12-14-2001b / Indianapolis, IN / Emerson Theatre (Late show) - DAT(M) (DSM-6S/L) (vince horst)",AUD,FLAC,
,,,
[2002],,,
"4-5-2002 / Columbia, MO / Blue Note (AT853) (frank)",AUD,FLAC,
"4-5-2002 / Columbia, MO / Blue Note (unk)",AMT #1a,DVD,
"4-7-2002 / St. Louis, MO / Galaxy - DAT(M) (DPA 4060) (zach payne)",AUD,FLAC,
"4-8-2002 / St. Louis, MO / The Galaxy (DPA 4060) (zach payne)",AUD,SHN,
"4-10-2002 / St. Louis, MO / The Galaxy (DPA 4060) (vincent)",AUD,SHN,
"4-10-2002 / St. Louis, MO / The Galaxy (ECM-MS907) (brian churchwell)",AUD,SHN,
"4-12-2002 / Chicago, IL / Double Door (DPA-4060) (fares halteh)",AUD,SHN,
"4-13-2002 / Chicago, IL / Double Door (DPA 4060) (fares halteh)",AUD,SHN,
"4-13-2002 / Chicago, IL / Double Door - DAT(M)  (DPA 4061) (tapeworm48)",AUD #2,FLAC,
"4-14-2002 / Chicago, IL / Double Door - DAT(M) (DPA 4060) (fares halteh)",AUD,FLAC,
"4-14-2002 / Chicago, IL / Double Door (DAB) (the zwanphoria bear) (Source 1) (re-release)",AUD,FLAC,
"4-14-2002 / Chicago, IL / Double Door (DPA4060, DPA 4061, Dyn Aud Mics) (fares, vince, pj) ",MIX,FLAC,
"5-18-2002 / Tinley Park, IL / Tweeter Center - DAT(M) (DSM-6S) (frank quinto)",AUD,SHN,
"9-9-2002 / Chicago, IL / The Hideout (AT853) (unk) (Source 1)",AUD,FLAC,
"9-9-2002 / Chicago, IL / The Hideout (Oktava MC-012) (unk) (Source 2)",AUD,FLAC,
"9-16-2002 / Chicago, IL / The Hideout (Oktava MC-012) (monte transfer)",AUD,FLAC,
"9-23-2002 / Chicago, IL / The Hideout (Oktava MC-012) (monte transfer) ",AUD,FLAC,
"9-30-2002 / Chicago, IL / The Hideout (Oktava MC-012) (monte transfer) ",AUD,FLAC,
"10-7-2002 / Chicago, IL / The Hideout (Oktava MC-012) (monte transfer)",AUD,FLAC,
"10-14-2002 / Chicago, IL / The Hideout (Oktava)",AUD,FLAC,
"11-4-2002 / Chicago, IL / The Hideout (Oktava)",AUD,FLAC,
"12-5-2002 / Las Vegas, NV / The Joint at Hard Rock Hotel (AT 853) (frank quinto)",AUD,FLAC,
"12-6-2002 / Los Angeles, CA / Spaceland - WAV(M) (DAB) (edson montenegro)",AUD,SHN,
"12-6-2002 / Los Angeles, CA / Spaceland (Oktava) (frank quinto)",AUD,FLAC,
"12-7-2002 / Universal City, CA / Universal Amphitheater - KROQ Almost Acoustic Christmas (CSB) (sebastian a. bach)",AUD,SHN,
"12-11-2002 / Boston, MA / The Orpheum - WBCN Xmas Rave - DAT(M) (DAB) (dave reid)",AUD,SHN,
"12-12-2002 / Uniondale, NY / Nassau Coliseum (Sony MZ-N707) (richard simms)",AUD,SHN,
"12-13-2002 / Washington, D.C. / MCI Center - WHFS Nutcracker (DAB) (joe gallagher)",AUD,SHN,
"12-13-2002 / Washington, D.C. / MCI Center - DAT(M) (SS-DSM-6S) (josh puckett transfer)",AUD #2,FLAC,
"12-15-2002 / Philadelphia, PA / First Union Center (AT853) (terry quinto)",AUD,SHN,
"12-16-2002 / Columbus, OH / Newport Music Hall (AT853Rx) (unk)",AUD,SHN,
"12-16-2002 / Columbus, OH / Newport Music Hall (Oktava MC-012) (frank quinto)",AUD,FLAC,
"12-17-2002 / Detroit, MI / Cobo Arena - DAT(M) (ECM-717) (lauren yakiwchuk)",AUD,SHN,
"12-19-2002 / Toronto, CA / The Opera House (Soundcheck) (ECM-717) (brandon triance-haldene) ",AUD,SHN,
"12-19-2002 / Toronto, Ontario / Opera House - DAT(M) (MK4) (scott berner)",AUD,FLAC,
"12-19-2002 / Toronto, Ontario / Opera House - DAT(M) (DAB) (dave reid)",AUD,SHN,
"12-20-2002 / Toronto, Ontario / 102.1 Edge - Interview",FM,FLAC,
,,,
[2003],,,
"1-19-2003 / Chicago, IL / Metro - DAT(M) (CSB) (jayson kaap)",AUD,SHN,
"1-19-2003 / Chicago, IL / Metro (NZ-707) (xenon)",AUD,SHN,
"1-20-2003 / Chicago, IL / Metro - DAT(M) (CSB) (jayson kaap)",AUD,FLAC,
"1-20-2003 / Chicago, IL / Metro (Oktava MC-012) (frank quinto)",AUD,FLAC,
"1-20-2003 / Chicago, IL / Metro - DAT(M) (KM140) (zach payne)",AUD,FLAC,
"1-22-2003 / Chicago, IL / Metro (Oktava MC-012) (frank quinto)",AUD,FLAC,
"1-22-2003 / Chicago, IL / Metro (DAB) (zach mark)",AUD,FLAC,
"1-22-2003 / Chicago, IL / Metro - DDC(M) (KM-140) (zach payne)",AUD,SHN,
"1-22-2003 / Chicago, IL / Metro - DAT(M) (KM-140) (zach payne)",AUD #3a,FLAC,
"1-23-2003a / New York, NY / The Late Show with David Letterman (shamrox)",TV #1,SHN,
"1-23-2003a / New York, NY / The Late Show with David Letterman - DAT(M) (ryan nims, fares halteh)",TV #2,FLAC,
"1-23-2003 / Chicago, IL / Metro - DAT(M) (CSB) (jayson kaap)",AUD,FLAC,
"1-23-2003 / Chicago, IL / Metro (Oktava MC-012) (frank quinto)",AUD,SHN,
"1-23-2003 / Chicago, IL / Metro (KM-140) (zach payne)",AUD,FLAC 24,
"1-25-2003 / Chicago, IL / Metro - DAT(M) (CSB) (jayson kaap)",AUD,FLAC,
"1-25-2003 / Chicago, IL / Metro - DAT(M) (Newmann KM140) (zach payne)",AUD,FLAC,
"1-25-2003 / Chicago, IL / Metro (Oktava MC-012) (frank quinto)",AUD,FLAC,
"1-25-2003 / Chicago, IL - Metro (KM140) (unk) (Source 3)",AUD,FLAC 24,
"1-28-2003 / Chicago, IL / XRT Sound Opinions (sparhawk4)",FM,SHN,
"2-1-2003 / Tokyo, Japan / Zepp Tokyo (unk)",AUD,SHN,
"2-8-2003 / Paris, France / Cafe de la Danse (tulum)",FM,FLAC,
"2-8-2003 / Paris, France / Cafe de la Danse (thir13en remaster)",FM,FLAC,
"2-9-2003 / Paris, France / La Cigale (CSBmod) (brewer)",AUD,SHN,
"2-11-2003 / London, England / XFM Studios - DAT(M) (gary watson)",FM,FLAC,
"2-12-2003 / London, UK / Shepherd's Bush Empire (AT933) (mrk)",AUD,SHN,
"2-14-2003 / London, England / Maida Vale Studios / BBC Radio 1 Rock Show (dave chapman)",FM #1,FLAC,
"2-14-2003 / London, England / Maida Vale Studios / BBC Rock Show (david smith & sean bowen)",FM,FLAC,
"2-14-2003 / London, England / Maida Vale Studios - DAT(M) (gary watson) ",FM,FLAC,
"2-14-2003 / London, England / Maida Vale Studios (david smith) (thir13en remaster)",FM,FLAC,
"2-15-2003 / London, UK / Virgin Radio (Interview)",FM,FLAC,
"2-17-2003 / Hamburg, Germany / Docks - DAT(M) (OKM-IIr) (sebastian boschert)",AUD,FLAC,
"2-17-2003 / Hamburg, Germany / Docks - MD(M) (DAB) (severin luftensteiner)",AUD #2,FLAC,
"2-18-2003 / Berlin, Germany / Columbiahalle (Sony MZR-900)",AUD,SHN,
"2-20-2003 / Milan, Italy / Alcatraz (DAB) (marco meloni)",AUD,SHN,
"2-20-2003 / Milan, Italy / Alcatraz (DAB) (severin luftensteiner)",AUD #2,FLAC,
"2-24-2003 / Lisboa, Portugal / Coliseu dos Recreios - MD(M) (ECM-717) (z)",AUD,FLAC,
"3-20-2003 / Minneapolis, MN / First Avenue (unk)",AUD,FLAC,
"3-20-2003 / Minneapolis, MN / First Avenue - DAT(M) (CSC) (alzeppelin)",AUD #2,FLAC,
"3-21-2003 / Milwaukee, WI / Eagles Ballroom (CAD Equitek 200) (jacob kosakowski)",AUD,SHN,
"3-22-2003 / St. Louis, MO / The Pageant (Oktava MC012a) (timothy maus)",AUD,SHN,
"3-24-2003 / Cleveland, OH / Agora Theatre - DDC(1) (DPA-4022) (smagmapig)",AUD,FLAC,
"3-25-2003 / Toronto, Ontario / Kool Haus - DAT(M) (DAB) (brandon triance-haldane)",AUD,SHN,
"3-25-2003 / Toronto, CA / Kool Haus (Schoeps MK4V) (scott berner) (Source 1)",AUD,SHN,
"3-27-2003 / Boston, MA / Orpheum Theatre - WAV(M) (DAB) (chris fitzpatrick)",AUD,FLAC,
"3-28-2003a / New York City, NY / Parker Meridien Hotel (Interview) - VHS(M) (matt krueger)",PRO #1,FLAC,
"3-28-2003 / New York, NY / Hammerstein Ballroom (DAB) (richard simms)",AUD,SHN,
"3-28-2003 / New York, NY / Hammerstein Ballroom (RS33-3028) (j, kunzler)",AUD #1,FLAC,
"3-29-2003 / Towson, MD / Towson Center Arena - MD(M) (DAC) (jeremy wilhide)",AUD,SHN,
"3-29-2003 / Towson, MD / Towson Center Arena (Microtech Gefell S20) (brian dowling) (Source 2)",AUD,SHN,
"3-31-2003 / Normal, IL / Braden Auditorium - MD(M) (unk)",AUD,FLAC,
"3-31-2003 / Normal, IL / Braden Auditorium (MC-012) (frank quinto) (Source 1)",AUD,FLAC,
"4-1-2003 / De Pere, WI / Schuldes Sports Center - St. Norbert's College (Oktava MK012s) (dan krass)",AUD,SHN,
"4-2-2003 / Evanston, IL / Patten Gymnasium (Oktava MC-012) (frank quinto)",AUD,FLAC,
