Nine Inch Nails,Versions,File Type
"5-27-2009 / Kansas City, MO / Starlight Theater (CSB) (mblindsey)",AUD,FLAC 24
"5-27-2009 / Kansas City, MO / Starlight Theater (DPA 4061) (elwoodblues)",AUD,FLAC
"5-27-2009 / Kansas City, MO / Starlight Theater (Canon Vixia HF10) (chaonatic)",AUD,MP4
"5-27-2009 / Kansas City, MO / Starlight Theater (Multi-cam) *Your World On Fire",AUD,ISO
"5-29-2009 / Chicago, IL / Charter One Pavilion (DPA 4060) (ryanj)",AUD,FLAC 24
"5-29-2009 / Chicago, IL / Charter One Pavilion (LS-10) (don)",AUD,DVD
"5-29-2009 / Chicago, IL / Charter One Pavilion (Olympus LS-10) (heresy)",AUD,FLAC 24
"5-29-2009 / Chicago, IL / Charter One Pavilion - WAV(M) (MK4s) (tapeworm48)",AUD,FLAC
"5-29-2009 / Chicago, IL / Charter One Pavilion (PV-GS400) (jw)",AUD,M4V
"5-29-2009 / Chicago, IL / Charter One Pavilion (SR10) (ryanj)",AUD,MP4
"5-29-2009 / Chicago, IL / Charter One Pavilion (unk) (albawild)",AUD,MKV
"5-30-2009 / Noblesville, IN / Verizon Wireless Music Center (Tascam DR-07) (bobbywingwoods)",AUD,FLAC
"5-30-2009 / Noblesville, IN / Verizon Wireless Music Center (Edirol R09) (jb)",AUD,FLAC
"5-31-2009 / Clarkston, MI - DTE Music Theatre (AKG C460b) (richard simms)",AUD,FLAC
"5-31-2009 / Clarkston, MI - DTE Music Theatre (AT943s) (chris m)",AUD,FLAC 24
"5-31-2009 / Clarkston, MI - DTE Music Theatre (DPA 4060) (ryanj)",AUD,FLAC 24
"5-31-2009 / Clarkston, MI - DTE Music Theatre (DPA 4061) (galen)",AUD,FLAC
"5-31-2009a / Clarkston, MI - DTE Music Theatre (Soundcheck) (Sharp MD SR60) (ECM-DS70P) (gladcarrot)",AUD,FLAC
"5-31-2009 / Clarkston, MI - DTE Music Theatre (Sharp MD SR60) (ECM-DS70P) (gladcarrot)",AUD,FLAC
"5-31-2009 / Clarkston, MI - DTE Music Theatre (Sony HDR-SR10) (frank g. edit)",AUD,MP4
"6-2-2009a / Toronto, ON / Molson Amphitheatre (Soundcheck) (Sony Mics) (jsottawa)",AUD,FLAC
"6-2-2009 / Toronto, ON / Molson Amphitheatre (CA-11s) (krewe chief)",AUD,FLAC
"6-2-2009 / Toronto, ON / Molson Amphitheatre (unk) (frank g. edit)",AUD,MP4
"6-3-2009 / Mansfield, MA / Comcast Center (DPA 4061) (bennyblanco)",AUD,FLAC
"6-3-2009 / Mansfield, MA / Comcast Center (ATu853s) (dassarri)",AUD,FLAC 24
"6-5-2009 / Camden, NJ / Susquehanna Bank Center (DPA 4061) (bennyblanco)",AUD,FLAC
"6-5-2009 / Camden, NJ / Susquehanna Bank Center (Schoeps MK41) (t.j. samulis)",AUD,FLAC
"6-5-2009 / Camden, NJ / Susquehanna Bank Center (Canon 5D Mark 2 + Sony HDR-SRXX) (pr + syndrummer)",AUD,MP4
"6-6-2009 / Holmdel, NJ / PNC Bank Arts Center (DPA 4060) (ryanj)",AUD,FLAC 24
"6-6-2009 / Holmdel, NJ / PNC Bank Arts Center (Sony ECM-719) (ninslave)",AUD,FLAC
"6-6-2009 / Holmdel, NJ / PNC Bank Arts Center (Schoeps MK4/CMC6) (su6oxone)",AUD,FLAC
"6-6-2009 / Holmdel, NJ / PNC Bank Arts Center (MiniDV Camera) (al horta)",AUD,DVD
"6-7-2009 / Wantagh, NY / Nikon Amphitheater at Jones Beach (DPA 4060) (ryanj)",AUD,FLAC 24
"6-7-2009 / Wantagh, NY / Nikon Amphitheater at Jones Beach (Edirol R09) (punkrockstar)",AUD,FLAC
"6-7-2009 / Wantagh, NY / Nikon Amphitheater at Jones Beach (Sony HDR-SR10) (ryanj)",AUD,MP4
"6-9-2009 / Columbia, MD / Merriweather Post Pavilion (unk) (mdvidguy)",AUD,FLAC
"6-9-2009 / Columbia, MD / Merriweather Post Pavilion (unk) (vroberts)",AUD,FLAC
"6-9-2009 / Columbia, MD / Merriweather Post Pavilion (unk)",AUD,MP4
"6-10-2009a / Burgetstown, PA / Post Gazette Pavilion (Soundcheck) (AT943s) (chris m.)",AUD,FLAC 24
"6-10-2009a / Burgetstown, PA / Post Gazette Pavilion (Soundcheck) (Panasonic HDC-SD9P) (benny blanco)",AUD,MP4
"6-10-2009 / Burgetstown, PA / Post Gazette Pavilion (DAB) (nikres)",AUD,FLAC
"6-10-2009 / Burgetstown, PA / Post Gazette Pavilion (DPA 4060) (ryanj)",AUD,FLAC 24
"6-10-2009 / Burgetstown, PA / Post Gazette Pavilion (YouTube rip) (albawild)",AUD,MP4
"6-12-2009 / Charlotte, NC / Verizon Wireless Amphitheatre (DPA 4061) (univonc)",AUD,FLAC 24
"6-12-2009 / Charlotte, NC / Verizon Wireless Amphitheatre (YouTube rip) (albawild)",AUD,MP4
"6-13-2009 / Manchester, TN / Bonnaroo Music Festival - Which Stage - DAT(M) (ALD) (ryanj)",AUD,FLAC
"6-13-2009 / Manchester, TN / Bonnaroo Music Festival - Which Stage (CA STC-11s) (hahninator)",AUD,FLAC 24
"6-13-2009 / Manchester, TN / Bonnaroo Music Festival - Which Stage (CA-11s) (mstaper)",AUD,FLAC
"6-13-2009 / Manchester, TN / Bonnaroo Music Festival - Which Stage (DPA 4060) (ryanj)",AUD,FLAC 24
"6-13-2009 / Manchester, TN / Bonnaroo Music Festival - Which Stage (unk) (brian helms & andrew warren)",AUD,DVD
"6-19-2009 / Nickelsdorf, Austria / Nova Rock Open Air Festival - Red Stage (AT U853/c) (mrruin)",AUD,FLAC
"6-21-2009 / Scheesel, Germany / Hurricane Festival - MTV Report",PRO,MKV
"6-21-2009 / Scheesel, Germany / Hurricane Festival (DVB-S Broadcast) (homie8)",PRO,DVD
"6-23-2009 / Poznan, Poland / Malta International Theatre Festival (SP-CMC-4) (unk)",AUD,FLAC
"6-23-2009 / Poznan, Poland / Malta International Theatre Festival (Multi-cam)",AUD,MP4
"6-24-2009 / Prague, Czech Republic / 02 Arena (unk)",WEB,MKV
"6-26-2009 / Milan, Italy / Idroscalo (Panasonic SDR-S26) (unk)",AUD,DVD
"6-27-2009 / St. Gallen, Switzerland / Sittertobel (Digital Satellite - Swiss Radio)",AUD,MP2
"6-29-2009 / Dusseldorf, Germany / Philipshalle (AT ES943/0) (solitude)",AUD,FLAC 24
"6-30-2009 / Berlin, Germany / Treptow Arena (AT ES943/0) (solitude)",AUD,FLAC 24
"6-30-2009 / Berlin, Germany / Treptow Arena (unk) (zootzap edit)",AUD,MP4
"7-2-2009 / Arvika, Sweden / Folkets Park (DPA 4061s) (jofa)",AUD,FLAC
"7-3-2009 / Roskilde, Denmark / Roskilde Festival (unk)",AUD,AVI
"7-5-2009 / Werchter, Belgium / Rock Werchter (YouTube rip) ",AUD,MKV
"7-7-2009 / Paris, France / Le Zenith (CAC) (yann)",AUD,FLAC
"7-7-2009 / Paris, France / Le Zenith (CSC) (teething)",AUD,FLAC
"7-7-2009 / Paris, France / Le Zenith (ECM-717) (yann)",AUD,FLAC
"7-7-2009 / Paris, France / Le Zenith (Soundman OKM II) (antoine v.)",AUD,FLAC 24
"7-8-2009 / Amsterdam, The Netherlands / Heineken Music Hall (Canon Ixus 90) (unk)",AUD,FLAC
"7-8-2009 / Amsterdam, The Netherlands / Heineken Music Hall (Edirol R09) (unk)",AUD,FLAC
"7-11-2009 / Kinross, Scotland / T in the Park Festival (YouTube rip)",AUD,MP4
"7-12-2009 / Naas, Ireland / Punchetown Racecourse - Oxygen Festival (Zoom H4) (tyrion) (inc)",AUD,FLAC
"7-14-2009 / Manchester, UK / Manchester Evening News Arena (AT853) (chris plant)",AUD,FLAC
"7-14-2009 / Manchester, UK / Manchester Evening News Arena (AT853) (schoff)",AUD,FLAC
"7-14-2009 / Manchester, UK / Manchester Evening News Arena (DPA 4061) (rob)",AUD,FLAC
"7-14-2009 / Manchester, UK / Manchester Evening News Arena (Sony ECM-717) (gary)",AUD,FLAC
"7-14-2009 / Manchester, UK / Manchester Evening News Arena (Multicam) (zootzap)",AUD,DVD
"7-15-2009 / London, UK / 02 (AT ES943) (solitude)",AUD,FLAC 24
"7-15-2009 / London, UK / 02 (Church Audio Mics) (duke2004)",AUD,FLAC 24
"7-24-2009 / Budapest, Hungary / SYMA Hall (Sanken COS-11s) (mmuzik)",AUD,FLAC
"7-24-2009 / Budapest, Hungary / SYMA Hall (Multicam) (fillow)",AUD,MP4
"7-28-2009 / N?mes, France / Ar?nes de N?mes (Multicam)",AUD,DVD
"7-28-2009 / N?mes, France / Ar?nes de N?mes (unk) (dj)",AUD,FLAC
"7-31-2009 / Paredes de Coura, Portugal / Festival Paredes de Coura (Zoom H2) (ziggy)",AUD,FLAC 24
"8-7-2009 / Chiba, Japan / Chiba Marine Stadium *An Act of God (Voltage Records-047)",Silver CD,FLAC
"8-7-2009 / Chiba, Japan / Makuhari Messe - Summer Sonic Tokyo (YouTube) (jeakoguc)",PRO,MP4
"8-7-2009 / Chiba, Japan / Chiba Marine Stadium *Would You Still Remember Me? (New Tattoo Records)",Silver CD,FLAC
"8-8-2009 / Osaka, Japan / Summersonic Festival (nicovideo)",PRO,MP4
"8-8-2009 / Osaka, Japan / *Would You Still Remember Me? (New Tattoo Records)",Silver CD,FLAC
"8-8-2009 / Osaka, Japan / *The Only Thing That's Real (SYLPH-0999)",Silver CD,FLAC
"8-10-2009 / Singapore, Republic of Singapore / Fort Canning Park (unk) (ftc3000)",WEB,MKV
"8-10-2009 / Singapore, Republic of Singapore / Fort Canning Park (Sanyo VPC-HD2000) (ii53)",WEB,MP4
"8-22-2009 / New York, NY / Bowery Ballroom (AKG CK91) (acidjack)",AUD,FLAC
"8-22-2009 / New York, NY / Bowery Ballroom (DPA 4061) (bennyblanco)",AUD,FLAC 24
"8-23-2009 / New York, NY / Webster Hall (DPA 4061) (bennyblanco)",AUD,FLAC 24
"8-23-2009 / New York, NY / Webster Hall (Sony ECM-719) (ninslave)",AUD,FLAC
"8-25-2009 / New York, NY / Terminal 5 (DPA 4061) (bennyblanco)",AUD,FLAC 24
"8-26-2009 / New York, NY / Terminal 5 (ATu853s) (dassarri)",AUD,FLAC 24
"8-26-2009 / New York, NY / Terminal 5 (DPA 4021s + DPA 4061s) (nyctaper & acidjack)",MIX,FLAC
"8-26-2009 / New York, NY / Terminal 5 (Custom mics) (bennyblanco)",AUD,FLAC 24
"8-28-2009 / Chicago, IL / Aragon Ballroom (ECM-DS70P) (gladcarrot)",AUD,FLAC
"8-28-2009 / Chicago, IL / Aragon Ballroom (Canon Vixia HF10) (chaonatic) (inc)",AUD,MP4
"8-29-2009 / Chicago, IL / Aragon Ballroom (CA-11s) (brian emerick)",AUD,FLAC 24
"8-29-2009 / Chicago, IL / Aragon Ballroom (CSB) (brianblank)",AUD,FLAC
"8-29-2009 / Chicago, IL / Aragon Ballroom (Canon HF200) (brian emerick)",AUD,M4V
"8-29-2009 / Chicago, IL / Aragon Ballroom (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"8-30-2009 / Toronto, ON / Molson Amphitheatre - ANA(1) (Built-in) (rhinowing edit)",AUD,FLAC
"9-2-2009 / Hollywood, CA / Hollywood Palladium (AT943) (ijwthstd)",AUD,FLAC
"9-2-2009 / Hollywood, CA / Hollywood Palladium (MM-HLSC-1) (sin213)",AUD,FLAC 24
"9-2-2009 / Hollywood, CA / Hollywood Palladium (Edirol R-09) (ijwthstd)",AUD,FLAC
"9-6-2009 / Los Angeles, CA / The Echoplex - DAT(M) (Schoeps CCM4s) (anonymous)",AUD,FLAC
"9-6-2009 / Los Angeles, CA / The Echoplex (DPA 4061) (bennyblanco)",AUD,FLAC 24
"9-6-2009 / Los Angeles, CA / The Echoplex (MM-HLSC-1) (sin213)",AUD,FLAC 24
"9-6-2009 / Los Angeles, CA / The Echoplex (Sony HVR-A1U) (jam007)",AUD,MP4
"9-6-2009 / Los Angeles, CA / The Echoplex (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"9-8-2009 / Los Angeles, CA / Henry Fonda Theatre (DPA 4061) (bennyblanco)",AUD,FLAC 24
"9-8-2009 / Los Angeles, CA / Henry Fonda Theatre (Sony HVR-A1U) (slickmode)",AUD,MP4
"9-8-2009 / Los Angeles, CA / Henry Fonda Theatre (Schoeps MK4) (mikey jones & scott gordon)",AUD,FLAC
"9-8-2009 / Los Angeles, CA / Henry Fonda Theatre (Sonics) (gotb)",AUD,FLAC
"9-10-2009 / Los Angeles, CA / The Wiltern Theater (DPA 4061) (coolerluzi)",AUD,FLAC
"9-10-2009 / Los Angeles, CA / The Wiltern Theater (Canon Vixia HF10) (chaonatic)",AUD,MP4
"9-10-2009 / Los Angeles, CA / The Wiltern Theater (MM-HLSC-1) (sin213)",AUD,FLAC 24
"9-10-2009 / Los Angeles, CA / The Wiltern Theater (Edirol R-09HR) (nate pottker)",AUD,FLAC
"9-10-2009 / Los Angeles, CA / The Wiltern Theater (Sonics) (jb)",AUD,FLAC
,,
,,
,,
,,
,,
,,
,,
,,
[2018],,
"12-7-2018 / Los Angeles, CA / Hollywood Palladium (distortion)",IEM,FLAC
,,
[2022],,
"4-28-2022 / Raleigh, NC / Red Hat Amphitheatre (Schoeps MK4s) (tj)",AUD,FLAC 24
"4-30-2022 / Atlanta, GA / Central Park - Shaky Knees Festival (Schoeps MK4s) (tj)",AUD,FLAC
"5-1-2022 / Franklin, TN / FirstBank Amphitheater (Schoeps MK4s) (tj)",AUD,FLAC
"5-25-2022 / Philadelphia, PA / The Met (Schoeps MK4s) (ryanj)",AUD,FLAC 24
,,
[2025],,
"6-15-2025 / Dublin, Ireland / 3Arena (DPA 4061) (gambra/fangsarrow)",AUD,FLAC 24
"6-15-2025 / Dublin, Ireland / 3Arena (Zoom H1n) (crooked clown)",AUD,FLAC 24
"6-17-2025 / Manchester, England / Co-Op Live (AT853) (sheepdean)",AUD,FLAC 24
"6-17-2025 / Manchester, England / Co-Op Live (AT853) (zeegrizzle)",AUD,FLAC 24
"6-17-2025 / Manchester, England / Co-Op Live (SP-CMC-8) (rbose)",AUD,FLAC
"6-20-2025 / Cologne, Germany / Lanxess Arena (Schoeps MK41v) (stl)",AUD,FLAC 24
,,
,,
,,
,,
,,
[MISC],,
1990/1991 - Killer Instinct (Teddy Bear Records),Silver CD,
Pretty Hate Machine Demos (Remastered),,FLAC
"NIN - Live, Beside You In Time (2006)",DVD,DVD
,,
,,
,,
,,
How To Destroy Angels,Versions,File Type
Drive - E,,
,,
,,
[2013],,
"4-10-2013 / Pomona, CA / The Fox Theater (Slavesound Omnis) (mixter_)",AUD,FLAC
"4-10-2013 / Pomona, CA / The Fox Theater (Schoeps MK4) (me, i'm not)",AUD,FLAC 24
"4-10-2013 / Pomona, CA / The Fox Theater (Sony DSC-HX50V) (jamm007)",AUD,MP4
"4-12-2013 / Indio, CA / Empire Polo Grounds - Coachella Festival (CA-11) (djdarkbeat)",AUD,FLAC
"4-12-2013 / Indio, CA / Empire Polo Grounds - Coachella Festival - DAT(M) (Schoeps) (unk)",AUD,FLAC
"4-12-2013 / Indio, CA / Empire Polo Grounds - Coachella Festival (YouTube HLS) (cynicmuse)",PRO,MKV
"4-13-2013 / Las Vegas, NV / Pearl Theatre (Tascam DR-100MKII) (sheldon j)",AUD,FLAC 24
"4-13-2013 / Las Vegas, NV / Pearl Theatre (Schoeps MK4) (me, i'm not)",AUD,FLAC 24
"4-17-2013 / Monterey, CA / Golden State Theater (SP-CMC-2) (notorioustimp)",AUD,FLAC 24
"4-17-2013 / Monterey, CA / Golden State Theater (Schoeps MK4) (me, i'm not)",AUD,FLAC 24
"4-18-2013 / San Francisco, CA / Regency Ballroom (AT-831s) (notorioustimp)",AUD,FLAC 24
"4-18-2013 / San Francisco, CA / Regency Ballroom (PCM-M10 Internals) (armogi)",AUD,FLAC 24
"4-18-2013 / San Francisco, CA / Regency Ballroom (Schoeps MK4) (me, i'm not)",AUD,FLAC 24
"4-18-2013 / San Francisco, CA / Regency Ballroom (Nokia 808 PureView phone) (bill perry)",AUD,MP4
"4-21-2013 / Denver, CO / Paramount Theater (Nevaton MCE400) (mike b)",AUD,FLAC
"4-21-2013 / Denver, CO / Paramount Theater (Schoeps MK41) (taperbt)",AUD,FLAC 24
"4-23-2013 / Chicago, IL / Vic Theatre (CA-14c) (jon g.)",AUD,FLAC
"4-23-2013 / Chicago, IL / Vic Theatre - DAT(M) (Sony ECM-717) (ryanj)",AUD,FLAC
"4-23-2013 / Chicago, IL / Vic Theatre (Schoeps MK4s) (vikas bhatia)",AUD,FLAC 24
"4-23-2013 / Chicago, IL / Vic Theatre (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
"4-25-2013 / Toronto, ON - Sound Academy (iPhone) (becomingtom)",AUD,MP3
"4-27-2013 / Boston, MA / House of Blues (DPA 4061) (bennyblanco)",AUD,FLAC 24
"4-28-2013 / Montclair, NJ / Wellmont Theatre (Zoom H2) (unsaneroot)",AUD,FLAC 24
"4-28-2013 / Montclair, NJ / Wellmont Theatre (foxhound1500)",AUD,MKV
"4-29-2013 / New York, NY / The Apollo Theater (Canon PowerShot SX260) (ninjaw p.b.)",AUD (48k),FLAC
"4-29-2013 / New York, NY / The Apollo Theater (foxhound1500)",AUD,MP4
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Pigface,Versions,File Type
Drive - E,,
,,
,,
[1991],,
"4-25-1991 / Pittsburgh, PA / The Metropol (w/ Trent Reznor) (unk)",AUD,MP3
"4-25-1991 / Pittsburgh, PA / The Metropol (w/ Trent Reznor)",AUD,MP4
,,
,,
,,
Revolting Cocks,Versions,File Type
Drive - E,,
,,
,,
[1990],,
"8-9-1990 / New York, NY / The Ritz (w/ Trent Reznor)",AUD,FLAC
